timestamp,pitch_rad,pitch_rate_rad_s,x_m,x_dot_m_s,action
1780133077.336768,0.11877441465078076,-0.0013557661520909865,0.0,0.0,"0.6955,0.8143"
1780133077.3559163,0.15791313614031266,-0.0015915058935796482,0.0,0.0,"0.6955,0.8143"
1780133077.3756046,0.11402223286549995,-0.0003377763776428837,0.0,0.0,"0.6955,0.8143"
1780133077.3947837,0.01748389478399448,-0.0008487990834103722,0.0,0.0,"0.6955,0.8143"
1780133077.4139185,0.017831382129297246,-0.0008467712648669353,0.0,0.0,"0.6955,0.8143"
1780133077.433269,0.10660083814898769,-0.001035869847768542,0.0,0.0,"0.6955,0.8143"
1780133077.452277,0.05343285199539227,-0.0009537412303437195,0.0,0.0,"0.6955,0.8143"
1780133077.471154,-0.045989432045095424,-0.0005060893447285456,0.0,0.0,"0.6955,0.8143"
1780133077.4904265,-0.011165521895236563,-0.0007286477899391506,0.0,0.0,"0.6955,0.8143"
1780133077.5096912,0.08980772851716645,-0.0010520927132798474,0.0,0.0,"0.6955,0.8143"
1780133077.5285838,0.09755141994944905,-0.00101254942705692,0.0,0.0,"0.6955,0.8143"
1780133077.5475416,0.050828793378348114,-0.0007185085227818702,0.0,0.0,"0.9981,-0.0744"
1780133077.5674684,0.060843692400388893,-0.000655137651090436,0.0,0.0,"0.6955,0.8143"
1780133077.5871732,0.10627279634373044,-0.0007889769139926908,0.0,0.0,"0.6955,0.8143"
1780133077.6074452,0.10405018529555166,-0.0006673047566138918,0.0,0.0,"0.6955,0.8143"
1780133077.62736,-0.03062335453913101,-0.0004472811162989643,0.0,0.0,"0.6955,0.8143"
