t_unix,t_rel_s,enc_m1,enc_m2,bus1_ax,bus1_ay,bus1_az,bus1_gx,bus1_gy,bus1_gz,bus3_ax,bus3_ay,bus3_az,bus3_gx,bus3_gy,bus3_gz
1780138675.110790,0.839027,80,0,-13604,305,-9088,-16,-55,35,14583,-1264,-9152,-18,10,5
1780138675.131760,0.859996,80,0,-13728,162,-9177,-13,-2,39,14549,-1160,-9179,-20,-39,24
1780138675.152106,0.880342,80,0,-13579,75,-9128,-40,40,54,14413,-1117,-9241,-2,-58,37
1780138675.172495,0.900731,80,0,-13493,84,-9108,-53,-18,38,14366,-1148,-9178,19,-32,7
1780138675.192975,0.921212,80,0,-13514,81,-9149,-37,-75,47,14458,-1081,-9127,-10,47,15
1780138675.213506,0.941743,80,0,-13732,-30,-9068,-41,-78,47,14649,-999,-9172,-21,28,30
1780138675.234303,0.962539,80,0,-13776,-29,-9104,-64,24,48,14628,-1019,-9178,0,-69,22
1780138675.253910,0.982146,80,0,-13613,29,-9153,-68,69,60,14446,-1095,-9209,37,-109,27
1780138675.273292,1.001528,80,0,-13447,108,-9177,-58,2,34,14300,-1167,-9178,25,-43,19
1780138675.292763,1.020999,80,0,-13490,159,-9175,-55,-49,42,14441,-1229,-9167,1,55,23
1780138675.312262,1.040499,80,0,-13713,184,-9172,-33,-98,40,14620,-1224,-9161,-4,43,13
1780138675.332732,1.060969,80,0,-13796,173,-9160,-45,-38,45,14643,-1218,-9179,0,-46,11
1780138675.353119,1.081356,80,0,-13630,194,-9108,-51,52,51,14465,-1228,-9214,5,-97,37
1780138675.373346,1.101582,80,0,-13480,157,-9173,-58,43,43,14304,-1203,-9185,9,-46,27
1780138675.393691,1.121927,80,0,-13444,133,-9174,-34,-46,38,14407,-1164,-9166,-29,35,15
1780138675.414003,1.142240,80,0,-13628,27,-9105,-21,-82,32,14649,-1064,-9164,-17,48,15
1780138675.435283,1.163520,80,0,-13712,-42,-9197,-30,-26,49,14616,-1079,-9278,8,-13,43
1780138675.455706,1.183943,80,0,-13687,60,-9004,-62,47,57,14489,-1099,-9457,10,-111,30
1780138675.475909,1.204146,80,0,-13576,97,-8924,-61,-5,64,14370,-1198,-9034,19,-46,36
1780138675.496246,1.224482,80,0,-13553,117,-9196,-36,-65,28,14482,-1157,-8945,-6,73,25
1780138675.516522,1.244758,80,0,-13679,1,-9275,-22,-58,29,14628,-1056,-9285,-8,45,19
1780138675.536734,1.264970,80,0,-13785,100,-9035,-63,11,48,14624,-1148,-9389,29,-101,24
1780138675.557095,1.285331,80,0,-13594,184,-9026,-64,39,63,14383,-1244,-9099,-3,-103,42
1780138675.577379,1.305616,80,0,-13426,113,-9226,-34,14,37,14311,-1163,-9067,-16,3,31
1780138675.599634,1.327871,80,0,-13508,51,-9193,-68,-133,52,14471,-1119,-9301,3,69,19
1780138675.619934,1.348170,80,0,-13757,193,-9034,-55,-47,44,14682,-1193,-9214,11,31,12
1780138675.640121,1.368357,80,0,-13784,165,-8958,-35,32,25,14608,-1214,-9049,-22,-47,24
1780138675.660460,1.388697,80,0,-13617,16,-9151,-20,47,43,14454,-1068,-9131,-11,-71,32
1780138675.680740,1.408976,80,0,-13451,-25,-9193,-78,-12,47,14334,-1041,-9302,16,-54,23
1780138675.702826,1.431063,80,0,-13495,111,-9224,-70,-63,52,14407,-1168,-9312,12,40,23
1780138675.723181,1.451417,80,0,-13683,111,-9144,-18,-78,38,14487,-1184,-9145,-21,33,25
1780138675.743412,1.471648,80,0,-13741,39,-8941,-35,-44,43,14648,-1095,-9101,7,-19,21
1780138675.763758,1.491994,80,0,-13679,149,-9069,-90,28,47,14575,-1219,-9134,43,-82,41
1780138675.784058,1.512295,80,0,-13552,270,-9214,-50,64,53,14347,-1305,-9235,17,-86,23
1780138675.804635,1.532872,80,0,-13454,182,-9174,-45,1,35,14293,-1205,-9267,-24,-26,23
1780138675.825087,1.553324,80,0,-13553,69,-8997,-27,-96,44,14479,-1098,-9174,-12,55,11
1780138675.845365,1.573602,80,0,-13731,96,-9015,-57,-97,35,14678,-1134,-9086,7,62,25
1780138675.866465,1.594702,80,0,-13778,116,-9107,-56,-3,56,14663,-1133,-9142,7,-47,30
1780138675.886729,1.614966,80,0,-13620,31,-9096,-33,72,47,14487,-1081,-9208,-12,-116,28
1780138675.906946,1.635182,80,0,-13414,-47,-9136,-43,25,57,14327,-1029,-9218,14,-58,47
1780138675.927271,1.655507,80,0,-13541,39,-9095,-69,-72,47,14464,-1104,-9174,19,45,27
1780138675.947573,1.675809,80,0,-13673,134,-9147,-53,-82,41,14577,-1160,-9174,16,38,10
1780138675.969096,1.697332,80,0,-13723,85,-9104,-23,-23,34,14608,-1124,-9211,-12,-24,40
1780138675.989424,1.717661,80,0,-13608,99,-9093,-53,35,48,14480,-1133,-9138,6,-57,15
1780138676.009665,1.737901,80,0,-13521,145,-9131,-74,20,57,14425,-1218,-9191,42,-38,26
1780138676.030074,1.758311,80,0,-13563,183,-9169,-57,-26,35,14449,-1231,-9160,3,-5,17
1780138676.050460,1.778696,80,0,-13615,146,-9171,-18,-42,52,14505,-1177,-9230,-17,-3,15
1780138676.072058,1.800295,80,0,-13641,39,-9100,-22,-12,41,14513,-1090,-9189,-16,3,25
1780138676.092541,1.820777,80,0,-13648,69,-9094,-63,-27,43,14504,-1134,-9141,18,1,20
1780138676.112842,1.841078,80,0,-13647,134,-9084,-52,-24,48,14541,-1177,-9169,5,-7,23
1780138676.133228,1.861465,80,0,-13635,54,-9124,-25,-15,53,14511,-1119,-9218,-11,-25,22
1780138676.153970,1.882206,80,0,-13576,0,-9101,-48,-7,52,14468,-1048,-9200,0,-32,22
1780138676.175942,1.904178,80,0,-13562,54,-9102,-68,-11,42,14472,-1128,-9158,32,-30,17
1780138676.196306,1.924542,80,0,-13601,141,-9094,-61,-30,45,14489,-1188,-9186,4,-17,25
1780138676.216521,1.944757,80,0,-13637,165,-9102,-40,-21,49,14500,-1182,-9184,-4,-13,32
1780138676.237655,1.965891,80,0,-13644,113,-9060,-46,-31,58,14537,-1142,-9213,1,-14,18
1780138676.258057,1.986294,80,0,-13635,138,-9080,-52,-12,42,14491,-1202,-9194,16,-35,23
1780138676.280553,2.008790,80,0,-13595,162,-9108,-60,6,44,14447,-1199,-9192,8,-44,25
1780138676.301079,2.029315,80,0,-13526,158,-9126,-40,-23,39,14451,-1193,-9213,-4,-13,25
1780138676.321364,2.049601,80,0,-13572,60,-9067,-39,-53,48,14441,-1151,-9203,-29,12,20
1780138676.343880,2.072116,80,0,-13646,80,-9057,-52,-55,46,14517,-1116,-9223,5,19,26
1780138676.364185,2.092422,80,0,-13678,94,-9049,-51,-29,40,14561,-1162,-9190,0,-3,28
1780138676.386644,2.114881,80,0,-13630,88,-9072,-39,-3,53,14551,-1112,-9251,0,-40,27
1780138676.407119,2.135356,80,0,-13560,33,-9124,-44,20,46,14511,-1092,-9265,-16,-45,15
1780138676.427357,2.155593,80,0,-13542,44,-9086,-55,-4,58,14425,-1118,-9269,22,-47,33
1780138676.450003,2.178240,80,0,-13601,131,-9074,-55,-45,39,14535,-1194,-9183,4,26,26
1780138676.470306,2.198542,80,0,-13677,77,-9072,-32,-46,40,14612,-1131,-9203,-3,-19,25
1780138676.492863,2.221099,80,0,-13679,95,-9054,-37,-9,49,14534,-1142,-9244,1,-47,34
1780138676.513372,2.241609,80,0,-13577,143,-9127,-67,38,50,14444,-1152,-9197,1,-73,30
1780138676.533623,2.261859,80,0,-13497,148,-9104,-48,-14,56,14365,-1205,-9169,-1,1,29
1780138676.555662,2.283899,80,0,-13572,107,-9069,-50,-69,37,14512,-1156,-9198,1,39,14
1780138676.575952,2.304188,80,0,-13683,88,-9083,-27,-33,51,14603,-1132,-9182,-8,9,26
1780138676.596153,2.324390,80,0,-13719,48,-9081,-57,33,46,14585,-1127,-9188,-2,-56,15
1780138676.616460,2.344696,80,0,-13606,77,-9048,-54,24,41,14429,-1133,-9205,1,-70,24
1780138676.636700,2.364936,80,0,-13488,100,-9089,-56,-25,52,14379,-1156,-9211,2,-18,20
1780138676.659754,2.387990,80,0,-13618,72,-9063,-38,-62,42,14433,-1147,-9198,-7,30,20
1780138676.680075,2.408311,80,0,-13704,52,-9053,-45,-49,41,14613,-1099,-9196,13,-1,17
1780138676.700289,2.428525,80,0,-13684,95,-9087,-73,8,50,14533,-1154,-9206,6,-42,24
1780138676.720606,2.448843,80,0,-13577,122,-9073,-46,11,47,14411,-1216,-9158,18,-54,29
1780138676.740830,2.469067,80,0,-13505,121,-9099,-38,-24,42,14444,-1184,-9163,-11,2,28
1780138676.762833,2.491070,80,0,-13592,90,-9113,-54,-55,50,14520,-1135,-9185,3,17,11
1780138676.783287,2.511523,80,0,-13686,119,-9073,-45,-36,39,14592,-1163,-9208,-3,3,23
1780138676.803542,2.531779,80,0,-13662,108,-9084,-51,-4,53,14515,-1160,-9187,8,-45,30
1780138676.823905,2.552141,80,0,-13570,74,-9098,-50,10,43,14459,-1142,-9151,-15,-43,14
1780138676.844269,2.572505,80,0,-13578,42,-9085,-32,-25,50,14433,-1082,-9217,-7,-9,22
1780138676.864522,2.592759,80,0,-13600,83,-9091,-63,-44,48,14518,-1117,-9185,14,5,29
1780138676.884848,2.613085,80,0,-13668,105,-9082,-52,-14,50,14548,-1173,-9162,0,-17,19
1780138676.905214,2.633451,80,0,-13638,91,-9119,-38,3,56,14473,-1140,-9157,4,-50,30
1780138676.928297,2.656533,80,0,-13540,127,-9048,-45,-8,56,14415,-1143,-9161,2,-25,28
1780138676.948622,2.676858,80,0,-13648,64,-9034,-32,-56,23,14580,-1090,-9085,-9,3,-5
1780138676.968890,2.697127,80,0,-13666,2,-9112,-70,-25,56,14560,-1053,-9193,21,-17,37
1780138676.989303,2.717539,80,0,-13560,180,-9187,-76,44,51,14459,-1218,-9320,21,-78,21
1780138677.009638,2.737875,80,0,-13519,224,-9084,-37,0,60,14349,-1252,-9147,1,-26,36
1780138677.032934,2.761171,80,0,-13638,208,-8999,-45,-94,42,14562,-1239,-9214,10,41,22
1780138677.053460,2.781696,80,0,-13722,141,-9091,-51,-65,46,14656,-1233,-9117,-20,-2,24
1780138677.073772,2.802009,80,0,-13692,139,-9167,-36,18,50,14522,-1133,-9139,-20,-76,21
1780138677.094234,2.822470,80,0,-13547,24,-9151,-22,57,49,14364,-1022,-9220,0,-67,36
1780138677.114621,2.842857,80,0,-13480,6,-9033,-40,-29,46,14379,-1048,-9236,8,26,3
1780138677.137480,2.865717,80,0,-13615,14,-9135,-71,-104,35,14603,-1105,-9048,5,65,15
1780138677.158015,2.886252,80,0,-13822,5,-9068,-35,-37,55,14678,-1010,-9148,-13,-14,32
1780138677.178333,2.906570,80,0,-13627,-20,-9098,-48,75,49,14520,-1032,-9254,13,-110,28
1780138677.201759,2.929996,80,0,-13454,138,-9153,-91,48,46,14307,-1182,-9214,41,-93,30
1780138677.222127,2.950364,80,0,-13443,221,-9110,-69,-45,44,14339,-1307,-9143,31,-2,13
1780138677.242348,2.970585,80,0,-13656,251,-9073,-32,-98,43,14494,-1296,-9170,-18,75,27
1780138677.262700,2.990937,80,0,-13768,165,-9091,-36,-44,43,14644,-1207,-9158,-13,-5,23
1780138677.283030,3.011267,80,0,-13671,138,-9054,-39,32,46,14544,-1193,-9214,7,-59,35
1780138677.306009,3.034246,80,0,-13471,171,-9122,-64,33,45,14355,-1213,-9198,7,-53,29
1780138677.326352,3.054589,80,0,-13511,136,-9103,-18,-39,38,14434,-1128,-9204,-34,31,13
1780138677.346559,3.074795,80,0,-13625,-55,-9069,-19,-84,44,14545,-977,-9159,-30,42,29
1780138677.366953,3.095190,80,0,-13748,-79,-9066,-46,-57,47,14638,-961,-9187,-4,-7,21
1780138677.387243,3.115479,80,0,-13670,42,-9049,-58,2,41,14525,-1120,-9187,32,-66,35
1780138677.409934,3.138170,80,0,-13568,57,-9069,-49,39,53,14432,-1124,-9119,-8,-73,26
1780138677.430372,3.158608,80,0,-13488,57,-9133,-46,-47,40,14423,-1111,-9240,10,-6,21
1780138677.450642,3.178879,80,0,-13603,121,-9099,-77,-43,56,14495,-1211,-9200,12,29,27
1780138677.472402,3.200639,80,0,-13677,214,-9049,-70,-25,34,14554,-1271,-9164,22,-16,25
1780138677.492706,3.220942,80,0,-13689,253,-9100,-38,1,35,14537,-1290,-9160,4,-46,28
1780138677.512996,3.241232,80,0,-13574,174,-9097,-43,-14,41,14438,-1218,-9150,-21,-31,30
1780138677.533435,3.261672,80,0,-13586,151,-9079,-35,-35,41,14433,-1170,-9204,-6,-10,15
1780138677.553752,3.281988,80,0,-13567,83,-9086,-50,-38,39,14474,-1114,-9205,-4,8,22
1780138677.577254,3.305490,80,0,-13662,23,-9072,-31,-35,49,14518,-1076,-9209,-22,-12,19
1780138677.597621,3.325857,80,0,-13621,-23,-9082,-23,-26,52,14485,-1036,-9183,-18,-18,30
1780138677.617894,3.346130,80,0,-13628,-17,-9023,-57,-10,42,14495,-1058,-9152,9,-24,18
1780138677.638287,3.366524,80,0,-13626,35,-9095,-62,-15,46,14491,-1117,-9189,22,-26,35
1780138677.658667,3.386904,80,0,-13635,121,-9089,-67,-5,40,14498,-1141,-9144,15,-36,16
1780138677.682112,3.410349,80,0,-13578,114,-9071,-49,-12,46,14431,-1173,-9190,11,-32,32
1780138677.702553,3.430789,80,0,-13578,128,-9107,-56,-20,37,14515,-1208,-9187,20,-6,16
1780138677.722820,3.451056,80,0,-13632,200,-9076,-62,-41,40,14512,-1256,-9166,10,-8,24
1780138677.745730,3.473966,80,0,-13645,204,-9100,-34,-18,44,14502,-1263,-9200,-5,-23,13
1780138677.766128,3.494365,80,0,-13614,165,-9079,-31,4,38,14505,-1178,-9208,-17,-23,20
1780138677.789915,3.518151,80,0,-13581,91,-9110,-47,-23,38,14449,-1138,-9176,2,-23,32
1780138677.810738,3.538975,80,0,-13635,54,-9062,-64,-37,45,14472,-1113,-9179,-12,5,17
1780138677.831252,3.559488,80,0,-13657,33,-9055,-40,-36,30,14558,-1111,-9179,-6,-5,36
1780138677.855013,3.583249,80,0,-13637,-19,-9062,-34,-10,51,14541,-1018,-9146,-12,-17,25
1780138677.875299,3.603536,80,0,-13663,1,-9081,-64,-3,42,14477,-1077,-9197,20,-45,32
1780138677.899266,3.627503,80,0,-13552,84,-9101,-67,-8,56,14465,-1171,-9188,17,-22,28
1780138677.920052,3.648288,80,0,-13592,173,-9098,-50,-24,31,14485,-1162,-9163,2,-12,35
1780138677.940569,3.668805,80,0,-13636,166,-9124,-54,-39,46,14529,-1228,-9191,-1,-11,10
1780138677.964524,3.692761,80,0,-13608,150,-9110,-55,-18,43,14507,-1264,-9172,12,-30,30
1780138677.984836,3.713072,80,0,-13632,175,-9067,-49,-1,52,14458,-1220,-9210,6,-27,23
1780138678.005338,3.733575,80,0,-13572,150,-9082,-27,-16,48,14466,-1187,-9186,-16,-25,27
1780138678.029892,3.758128,80,0,-13614,13,-9074,-34,-35,39,14494,-1093,-9215,-16,10,36
1780138678.050557,3.778794,80,0,-13625,-2,-9038,-45,-51,41,14554,-1091,-9190,11,-9,13
1780138678.074151,3.802387,80,0,-13646,22,-9076,-42,-9,45,14538,-1077,-9209,-1,-34,26
1780138678.094480,3.822717,80,0,-13578,41,-9066,-52,-6,46,14478,-1069,-9174,-4,-27,29
1780138678.114999,3.843235,80,0,-13600,41,-9064,-75,-22,44,14496,-1077,-9188,2,-23,30
1780138678.139754,3.867990,80,0,-13603,103,-9112,-55,-11,38,14510,-1192,-9178,15,-10,20
1780138678.160353,3.888589,80,0,-13606,136,-9066,-66,-23,53,14506,-1213,-9155,-12,-5,10
1780138678.183237,3.911474,80,0,-13626,66,-9047,-44,-9,31,14544,-1122,-9190,-13,-23,21
1780138678.203885,3.932121,80,0,-13637,100,-9095,-63,13,54,14490,-1190,-9221,30,-70,32
1780138678.224357,3.952593,80,0,-13533,190,-9123,-53,5,49,14398,-1261,-9190,14,-38,24
1780138678.244927,3.973163,80,0,-13506,211,-9125,-28,-62,33,14396,-1265,-9192,-8,29,7
1780138678.265609,3.993845,80,0,-13606,120,-9037,-30,-71,37,14584,-1133,-9203,-11,39,3
1780138678.289302,4.017538,80,0,-13802,94,-9031,-68,-7,57,14648,-1178,-9180,16,-15,34
1780138678.310004,4.038241,80,0,-13577,168,-9088,-47,51,59,14509,-1221,-9204,17,-85,34
1780138678.330278,4.058515,80,0,-13427,31,-9117,-16,3,33,14344,-1108,-9191,-25,-55,11
1780138678.351630,4.079866,80,0,-13588,-37,-9013,-45,-78,42,14503,-1018,-9185,10,63,27
1780138678.372229,4.100466,80,0,-13738,-3,-9033,-58,-80,50,14669,-1112,-9167,17,14,27
1780138678.396432,4.124669,80,0,-13757,67,-9061,-32,3,53,14561,-1059,-9179,-10,-76,26
1780138678.417315,4.145551,80,0,-13559,9,-9025,-62,30,53,14397,-1086,-9206,21,-75,37
1780138678.437606,4.165842,80,0,-13477,117,-9111,-69,-35,41,14407,-1222,-9251,36,-8,22
1780138678.462096,4.190333,80,0,-13665,233,-9066,-47,-65,49,14495,-1290,-9141,-3,26,22
1780138678.482709,4.210946,80,0,-13697,166,-9085,-43,-23,32,14558,-1207,-9188,-10,-28,11
1780138678.503204,4.231441,80,0,-13619,78,-9006,-34,5,25,14471,-1076,-9168,-22,-41,6
1780138678.528052,4.256288,80,0,-13608,60,-9066,-57,-9,48,14480,-1135,-9219,30,-30,20
1780138678.548530,4.276766,80,0,-13555,164,-9159,-73,-20,54,14442,-1227,-9238,0,-19,32
1780138678.572062,4.300298,80,0,-13596,35,-9111,-19,-35,38,14484,-1132,-9198,-31,-3,12
1780138678.592624,4.320861,80,0,-13640,22,-8971,-38,-43,50,14531,-1038,-9221,18,17,20
1780138678.613156,4.341393,80,0,-13660,102,-9068,-83,-28,50,14568,-1165,-9204,21,-26,32
1780138678.633520,4.361757,80,0,-13636,163,-9130,-30,5,40,14493,-1175,-9181,-15,-43,20
1780138678.654245,4.382481,80,0,-13529,3,-9046,-24,10,43,14419,-1064,-9231,-15,-37,28
1780138678.677833,4.406070,80,0,-13558,51,-9125,-72,-33,43,14467,-1144,-9209,25,1,21
1780138678.698524,4.426761,80,0,-13625,220,-9098,-79,-50,52,14496,-1281,-9178,20,-7,20
1780138678.718755,4.446991,80,0,-13664,258,-9094,-36,-33,54,14562,-1238,-9151,-15,11,30
1780138678.739530,4.467767,80,0,-13642,54,-9046,-8,-20,38,14499,-1090,-9201,-39,-32,17
1780138678.760123,4.488359,80,0,-13600,22,-9011,-55,1,52,14495,-1071,-9229,-2,-34,28
1780138678.780620,4.508857,80,0,-13560,117,-9126,-73,-4,61,14447,-1210,-9189,38,-47,36
1780138678.800951,4.529187,80,0,-13554,147,-9116,-33,-24,42,14416,-1225,-9200,-32,-13,28
1780138678.821599,4.549836,80,0,-13595,-16,-9055,-10,-51,33,14488,-1038,-9208,-33,28,9
1780138678.845113,4.573349,80,0,-13690,-16,-9035,-81,-26,43,14593,-1126,-9169,34,-12,31
1780138678.865833,4.594069,80,0,-13680,113,-9093,-56,23,50,14560,-1221,-9182,20,-72,20
1780138678.886113,4.614350,80,0,-13575,145,-9105,-39,31,52,14417,-1166,-9205,-27,-55,32
1780138678.908372,4.636608,80,0,-13499,66,-9077,-47,-33,39,14376,-1126,-9188,-4,-8,18
1780138678.929001,4.657237,80,0,-13663,157,-9057,-68,-76,38,14542,-1200,-9212,19,37,38
1780138678.949504,4.677740,80,0,-13692,181,-9060,-44,-41,45,14599,-1229,-9171,1,-14,18
1780138678.975257,4.703493,80,0,-13648,143,-9120,-27,18,50,14543,-1144,-9205,-18,-59,20
1780138678.995548,4.723784,80,0,-13570,40,-9063,-37,13,45,14435,-1121,-9256,13,-32,33
1780138679.020915,4.749151,80,0,-13581,96,-9118,-63,-38,41,14453,-1160,-9224,10,6,26
1780138679.041655,4.769891,80,0,-13626,116,-9040,-32,-53,38,14536,-1179,-9188,-7,14,16
1780138679.062225,4.790461,80,0,-13673,9,-9044,-28,-20,32,14553,-1068,-9191,-18,-12,23
1780138679.082914,4.811150,80,0,-13593,48,-9041,-53,-7,63,14511,-1119,-9203,9,-31,21
1780138679.103210,4.831446,80,0,-13566,97,-9079,-74,-18,42,14461,-1183,-9171,26,-22,28
1780138679.130092,4.858328,80,0,-13569,150,-9120,-26,-21,40,14480,-1183,-9211,-15,-16,34
1780138679.150834,4.879070,80,0,-13588,133,-9073,-32,-40,49,14468,-1151,-9162,-2,-1,23
1780138679.171351,4.899587,80,0,-13611,85,-9057,-44,-37,30,14483,-1118,-9163,-1,0,9
1780138679.191787,4.920024,80,0,-13670,48,-9020,-46,-28,43,14600,-1104,-9231,6,-12,27
1780138679.212381,4.940617,80,0,-13693,84,-9081,-75,31,64,14508,-1184,-9186,30,-76,30
1780138679.237720,4.965956,80,0,-13531,222,-9092,-58,12,48,14355,-1256,-9173,9,-63,38
1780138679.258674,4.986911,80,0,-13499,133,-9105,-23,-57,33,14461,-1148,-9158,-16,65,-16
1780138679.279259,5.007495,80,0,-13666,72,-9018,-43,-111,33,14635,-1085,-9205,3,62,26
1780138679.303596,5.031833,80,0,-13784,108,-9023,-48,34,48,14699,-1155,-9195,9,-54,33
1780138679.324177,5.052413,80,0,-13659,119,-9108,-29,82,52,14411,-1091,-9188,-31,-119,32
1780138679.349401,5.077637,80,0,-13403,-39,-9126,-48,-28,41,14261,-1016,-9189,-1,-39,18
1780138679.370259,5.098495,80,0,-13589,109,-9064,-59,-120,49,14599,-1168,-9120,22,88,15
1780138679.390553,5.118790,80,0,-13790,133,-9074,-48,-76,52,14715,-1175,-9134,-27,4,31
