t_unix,t_rel_s,enc_m1,enc_m2,slot0_bus1_ax,slot0_bus1_ay,slot0_bus1_az,slot0_bus1_gx,slot0_bus1_gy,slot0_bus1_gz,slot1_bus1_ax,slot1_bus1_ay,slot1_bus1_az,slot1_bus1_gx,slot1_bus1_gy,slot1_bus1_gz
1780408877.547788,4.773384,-53,82,-40,-237,-16556,-42,-9,32,-40,-237,-16556,-42,-9,32
1780408877.566809,4.792405,-53,82,-112,-266,-16539,-48,-6,31,-112,-266,-16539,-48,-6,31
1780408877.585889,4.811485,-53,82,-41,-252,-16536,-56,-4,47,-41,-252,-16536,-56,-4,47
1780408877.604898,4.830493,-53,82,-63,-250,-16483,-41,-20,28,-63,-250,-16483,-41,-20,28
1780408877.623997,4.849593,-53,82,-73,-234,-16530,-40,8,29,-73,-234,-16530,-40,8,29
1780408877.643030,4.868626,-53,82,-84,-257,-16509,-41,-8,46,-84,-257,-16509,-41,-8,46
1780408877.662045,4.887640,-53,82,1,-222,-16528,-47,-7,31,1,-222,-16528,-47,-7,31
1780408877.681041,4.906637,-53,82,-59,-211,-16560,-44,-10,40,-59,-211,-16560,-44,-10,40
1780408877.700038,4.925634,-53,82,-50,-170,-16574,-42,-1,48,-50,-170,-16574,-42,-1,48
1780408877.719019,4.944615,-53,82,-50,-253,-16500,-59,-11,22,-50,-253,-16500,-59,-11,22
1780408877.738061,4.963657,-53,82,-42,-242,-16544,-49,-3,47,-42,-242,-16544,-49,-3,47
1780408877.757088,4.982684,-53,82,-134,-259,-16557,-45,-3,37,-134,-259,-16557,-45,-3,37
1780408877.776099,5.001694,-53,82,-85,-247,-16506,-48,-5,44,-85,-247,-16506,-48,-5,44
1780408877.795141,5.020737,-53,82,-59,-244,-16591,-37,4,36,-59,-244,-16591,-37,4,36
1780408877.814173,5.039769,-53,82,-28,-200,-16553,-44,-3,53,-28,-200,-16553,-44,-3,53
1780408877.833178,5.058774,-53,82,-21,-232,-16549,-43,-8,52,-21,-232,-16549,-43,-8,52
1780408877.852196,5.077792,-53,82,-92,-217,-16518,-25,-17,42,-92,-217,-16518,-25,-17,42
1780408877.871185,5.096781,-53,82,-78,-227,-16525,-34,3,40,-78,-227,-16525,-34,3,40
1780408877.889979,5.115574,-53,82,-34,-269,-16494,-33,-2,34,-34,-269,-16494,-33,-2,34
1780408877.908956,5.134551,-53,82,-83,-219,-16536,-51,0,23,-83,-219,-16536,-51,0,23
1780408877.927977,5.153572,-53,82,-115,-215,-16514,-47,-2,38,-115,-215,-16514,-47,-2,38
1780408877.946797,5.172393,-53,82,-48,-247,-16531,-21,-7,35,-48,-247,-16531,-21,-7,35
1780408877.965790,5.191386,-53,82,-73,-226,-16519,-30,-10,27,-73,-226,-16519,-30,-10,27
1780408877.984835,5.210431,-53,82,-26,-233,-16601,-43,-5,25,-26,-233,-16601,-43,-5,25
1780408878.003809,5.229404,-53,82,-91,-219,-16596,-44,-3,39,-91,-219,-16596,-44,-3,39
1780408878.022774,5.248370,-53,82,-58,-200,-16533,-49,4,36,-58,-200,-16533,-49,4,36
1780408878.041600,5.267196,-53,82,-22,-178,-16515,-37,-11,33,-22,-178,-16515,-37,-11,33
1780408878.060607,5.286203,-53,82,-60,-256,-16506,-38,-11,48,-60,-256,-16506,-38,-11,48
1780408878.079607,5.305203,-53,82,-65,-257,-16571,-24,-18,41,-65,-257,-16571,-24,-18,41
1780408878.098640,5.324236,-53,82,-63,-241,-16535,-30,-7,19,-63,-241,-16535,-30,-7,19
1780408878.117652,5.343248,-53,82,-78,-240,-16541,-47,11,51,-78,-240,-16541,-47,11,51
1780408878.136917,5.362513,-53,82,-54,-223,-16542,-35,3,35,-54,-223,-16542,-35,3,35
1780408878.159520,5.385116,-53,82,-89,-247,-16539,-51,-2,42,-89,-247,-16539,-51,-2,42
1780408878.178611,5.404207,-53,82,-30,-190,-16530,-40,-15,40,-30,-190,-16530,-40,-15,40
1780408878.196775,5.422371,-53,82,-31,-229,-16617,-34,-8,39,-31,-229,-16617,-34,-8,39
1780408878.214834,5.440430,-53,82,-46,-239,-16544,-36,-12,45,-46,-239,-16544,-36,-12,45
1780408878.232998,5.458594,-53,82,-70,-213,-16514,-39,3,44,-70,-213,-16514,-39,3,44
1780408878.251079,5.476675,-53,82,-45,-209,-16532,-25,1,27,-45,-209,-16532,-25,1,27
1780408878.269143,5.494739,-53,82,-68,-236,-16523,-39,-2,38,-68,-236,-16523,-39,-2,38
1780408878.288302,5.513898,-53,82,-75,-221,-16537,-49,-3,48,-75,-221,-16537,-49,-3,48
1780408878.307403,5.532999,-53,82,-57,-158,-16547,-33,-3,19,-57,-158,-16547,-33,-3,19
1780408878.326441,5.552037,-53,82,-70,-260,-16557,-35,-11,29,-70,-260,-16557,-35,-11,29
1780408878.345473,5.571069,-53,82,-85,-223,-16487,-27,2,32,-85,-223,-16487,-27,2,32
1780408878.364662,5.590258,-53,82,-29,-238,-16524,-35,2,43,-29,-238,-16524,-35,2,43
1780408878.383667,5.609263,-53,82,-39,-200,-16530,-22,-3,43,-39,-200,-16530,-22,-3,43
1780408878.402666,5.628262,-53,82,-84,-218,-16604,-33,-5,40,-84,-218,-16604,-33,-5,40
1780408878.421624,5.647219,-53,82,-15,-185,-16537,-38,3,30,-15,-185,-16537,-38,3,30
1780408878.440637,5.666233,-53,82,-56,-228,-16535,-49,-4,52,-56,-228,-16535,-49,-4,52
1780408878.459602,5.685198,-53,82,-20,-248,-16526,-23,-3,60,-20,-248,-16526,-23,-3,60
1780408878.478545,5.704140,-53,82,-86,-218,-16526,-31,-3,30,-86,-218,-16526,-31,-3,30
1780408878.497514,5.723110,-53,82,-69,-230,-16491,-42,-12,39,-69,-230,-16491,-42,-12,39
1780408878.516515,5.742111,-53,82,4,-223,-16528,-18,-1,43,4,-223,-16528,-18,-1,43
1780408878.535517,5.761113,-53,82,-33,-163,-16521,-22,-8,40,-33,-163,-16521,-22,-8,40
1780408878.554500,5.780096,-53,82,-63,-270,-16519,-41,-2,37,-63,-270,-16519,-41,-2,37
1780408878.573465,5.799061,-53,82,-72,-196,-16630,-50,-2,18,-72,-196,-16630,-50,-2,18
1780408878.592426,5.818022,-53,82,-62,-195,-16531,-32,-3,29,-62,-195,-16531,-32,-3,29
1780408878.611408,5.837003,-53,82,-132,-255,-16597,-32,-9,41,-132,-255,-16597,-32,-9,41
1780408878.630410,5.856005,-53,82,-53,-240,-16514,-33,-4,37,-53,-240,-16514,-33,-4,37
1780408878.649398,5.874994,-53,82,-21,-230,-16522,-41,-5,47,-21,-230,-16522,-41,-5,47
1780408878.668428,5.894024,-53,82,-16,-230,-16505,-38,-11,37,-16,-230,-16505,-38,-11,37
1780408878.687361,5.912956,-53,82,-16,-269,-16514,-25,-11,43,-16,-269,-16514,-25,-11,43
1780408878.706333,5.931929,-53,82,-106,-228,-16573,-21,-2,30,-106,-228,-16573,-21,-2,30
1780408878.725286,5.950881,-53,82,-26,-179,-16518,-39,-18,34,-26,-179,-16518,-39,-18,34
1780408878.744313,5.969909,-53,82,-77,-264,-16608,-33,-12,24,-77,-264,-16608,-33,-12,24
1780408878.763284,5.988879,-53,82,-47,-232,-16591,-37,7,30,-47,-232,-16591,-37,7,30
1780408878.782284,6.007880,-53,82,-67,-259,-16561,-30,-19,48,-67,-259,-16561,-30,-19,48
1780408878.801244,6.026839,-53,82,-96,-236,-16540,-31,-7,44,-96,-236,-16540,-31,-7,44
1780408878.820198,6.045794,-53,82,-16,-215,-16575,-41,-5,46,-16,-215,-16575,-41,-5,46
1780408878.839195,6.064791,-53,82,-82,-211,-16486,-41,-7,29,-82,-211,-16486,-41,-7,29
1780408878.858219,6.083815,-53,82,-41,-242,-16531,-16,5,47,-41,-242,-16531,-16,5,47
1780408878.877149,6.102744,-53,82,-82,-266,-16532,-51,-5,8,-82,-266,-16532,-51,-5,8
1780408878.896177,6.121772,-53,82,-97,-233,-16562,-31,-6,39,-97,-233,-16562,-31,-6,39
1780408878.915157,6.140753,-53,82,-54,-201,-16533,-63,-13,48,-54,-201,-16533,-63,-13,48
1780408878.934218,6.159813,-53,82,-76,-252,-16529,-34,-2,44,-76,-252,-16529,-34,-2,44
1780408878.953171,6.178767,-53,82,-38,-245,-16572,-47,-2,33,-38,-245,-16572,-47,-2,33
1780408878.972198,6.197793,-53,82,-81,-234,-16563,-43,6,34,-81,-234,-16563,-43,6,34
1780408878.991174,6.216770,-53,82,-52,-229,-16563,-40,-19,42,-52,-229,-16563,-40,-19,42
1780408879.010185,6.235780,-53,82,-57,-210,-16531,-37,-14,59,-57,-210,-16531,-37,-14,59
1780408879.029155,6.254750,-53,82,-23,-262,-16577,-31,-7,33,-23,-262,-16577,-31,-7,33
1780408879.048154,6.273750,-53,82,-15,-187,-16557,-39,9,43,-15,-187,-16557,-39,9,43
1780408879.067158,6.292754,-53,82,-60,-212,-16506,-45,-9,48,-60,-212,-16506,-45,-9,48
1780408879.086220,6.311816,-53,82,-75,-213,-16536,-40,-6,48,-75,-213,-16536,-40,-6,48
1780408879.105189,6.330784,-53,82,-27,-216,-16509,-32,-6,37,-27,-216,-16509,-32,-6,37
1780408879.124193,6.349789,-53,82,-92,-213,-16557,-40,-7,38,-92,-213,-16557,-40,-7,38
1780408879.143199,6.368795,-53,82,-70,-205,-16494,-32,-7,33,-70,-205,-16494,-32,-7,33
1780408879.164937,6.390533,-53,82,-39,-220,-16575,-19,-3,55,-39,-220,-16575,-19,-3,55
1780408879.184262,6.409857,-53,82,-41,-257,-16583,-39,3,42,-41,-257,-16583,-39,3,42
1780408879.203513,6.429108,-53,82,-83,-229,-16527,-44,-4,51,-83,-229,-16527,-44,-4,51
1780408879.222684,6.448280,-53,82,-13,-201,-16483,-60,9,47,-13,-201,-16483,-60,9,47
1780408879.241933,6.467529,-53,82,-25,-255,-16536,-30,-14,50,-25,-255,-16536,-30,-14,50
1780408879.261162,6.486757,-53,82,-7,-206,-16485,-35,-14,49,-7,-206,-16485,-35,-14,49
1780408879.280426,6.506021,-53,82,-26,-230,-16535,-43,8,49,-26,-230,-16535,-43,8,49
1780408879.299759,6.525355,-53,82,-61,-207,-16513,-32,-9,32,-61,-207,-16513,-32,-9,32
1780408879.318964,6.544559,-53,82,-46,-224,-16542,-45,-2,38,-46,-224,-16542,-45,-2,38
1780408879.338249,6.563845,-53,82,-49,-260,-16468,-53,-3,44,-49,-260,-16468,-53,-3,44
1780408879.357357,6.582952,-53,82,-86,-231,-16542,-49,-8,52,-86,-231,-16542,-49,-8,52
1780408879.376585,6.602181,-53,82,-42,-218,-16520,-45,-13,41,-42,-218,-16520,-45,-13,41
1780408879.395722,6.621317,-53,82,-54,-191,-16557,-35,-17,37,-54,-191,-16557,-35,-17,37
1780408879.414872,6.640468,-53,82,-90,-200,-16579,-53,-7,33,-90,-200,-16579,-53,-7,33
1780408879.433979,6.659575,-53,82,-96,-195,-16536,-31,-1,22,-96,-195,-16536,-31,-1,22
1780408879.453173,6.678769,-53,82,-60,-244,-16527,-34,-14,39,-60,-244,-16527,-34,-14,39
1780408879.472445,6.698041,-53,82,-45,-202,-16512,-40,-14,27,-45,-202,-16512,-40,-14,27
1780408879.491630,6.717226,-53,82,-41,-248,-16564,-20,-5,39,-41,-248,-16564,-20,-5,39
1780408879.510662,6.736258,-53,82,-12,-213,-16562,-49,-14,31,-12,-213,-16562,-49,-14,31
1780408879.529962,6.755558,-53,82,-72,-223,-16543,-18,-13,16,-72,-223,-16543,-18,-13,16
1780408879.549152,6.774747,-53,82,-37,-197,-16503,-53,-9,32,-37,-197,-16503,-53,-9,32
1780408879.568245,6.793841,-53,82,-79,-280,-16498,-51,-3,37,-79,-280,-16498,-51,-3,37
1780408879.587305,6.812900,-53,82,-93,-234,-16571,-32,-20,35,-93,-234,-16571,-32,-20,35
1780408879.606308,6.831904,-53,82,-60,-201,-16525,-34,-7,51,-60,-201,-16525,-34,-7,51
1780408879.625261,6.850857,-53,82,-87,-199,-16550,-32,-20,45,-87,-199,-16550,-32,-20,45
1780408879.644250,6.869845,-53,82,-105,-259,-16522,-65,-12,45,-105,-259,-16522,-65,-12,45
1780408879.663245,6.888840,-53,82,-96,-208,-16487,-28,-5,41,-96,-208,-16487,-28,-5,41
1780408879.682228,6.907823,-53,82,-79,-280,-16618,-54,2,35,-79,-280,-16618,-54,2,35
1780408879.701178,6.926773,-53,82,-91,-241,-16585,-36,-9,41,-91,-241,-16585,-36,-9,41
1780408879.720160,6.945755,-53,82,-51,-239,-16558,-39,2,33,-51,-239,-16558,-39,2,33
1780408879.739124,6.964720,-53,82,-34,-274,-16562,-30,-10,37,-34,-274,-16562,-30,-10,37
1780408879.758145,6.983740,-53,82,-45,-226,-16565,-41,-7,37,-45,-226,-16565,-41,-7,37
1780408879.777089,7.002685,-53,82,-33,-201,-16524,-35,-1,39,-33,-201,-16524,-35,-1,39
1780408879.796014,7.021610,-53,82,-67,-215,-16561,-62,-9,57,-67,-215,-16561,-62,-9,57
1780408879.814954,7.040550,-53,82,-53,-249,-16553,-27,1,29,-53,-249,-16553,-27,1,29
1780408879.833923,7.059519,-53,82,-75,-227,-16519,-38,-4,59,-75,-227,-16519,-38,-4,59
1780408879.852885,7.078481,-53,82,-55,-224,-16544,-37,-5,28,-55,-224,-16544,-37,-5,28
1780408879.871819,7.097415,-53,82,-52,-195,-16489,-51,-8,37,-52,-195,-16489,-51,-8,37
1780408879.890774,7.116369,-53,82,-51,-244,-16485,-46,-15,16,-51,-244,-16485,-46,-15,16
1780408879.909715,7.135311,-53,82,-57,-223,-16515,-44,8,34,-57,-223,-16515,-44,8,34
1780408879.928740,7.154336,-53,82,-50,-201,-16571,-30,-9,36,-50,-201,-16571,-30,-9,36
1780408879.947731,7.173327,-53,82,-106,-234,-16597,-38,0,34,-106,-234,-16597,-38,0,34
1780408879.966694,7.192289,-53,82,-14,-215,-16567,-37,-6,32,-14,-215,-16567,-37,-6,32
1780408879.985622,7.211218,-53,82,-53,-208,-16531,-42,-6,26,-53,-208,-16531,-42,-6,26
1780408880.004549,7.230145,-53,82,-57,-248,-16543,-21,-23,30,-57,-248,-16543,-21,-23,30
1780408880.023479,7.249074,-53,82,-31,-232,-16506,-38,-10,37,-31,-232,-16506,-38,-10,37
1780408880.042441,7.268037,-53,82,-65,-247,-16554,-30,-14,28,-65,-247,-16554,-30,-14,28
1780408880.061415,7.287011,-53,82,-18,-266,-16573,-47,-17,39,-18,-266,-16573,-47,-17,39
1780408880.080394,7.305990,-53,82,-47,-233,-16607,-38,-6,31,-47,-233,-16607,-38,-6,31
1780408880.099329,7.324924,-53,82,-64,-241,-16551,-55,-10,37,-64,-241,-16551,-55,-10,37
1780408880.118270,7.343866,-53,82,-61,-242,-16514,-37,-22,31,-61,-242,-16514,-37,-22,31
1780408880.137241,7.362837,-53,82,-56,-246,-16481,-28,-15,40,-56,-246,-16481,-28,-15,40
1780408880.156216,7.381812,-53,82,-99,-177,-16543,-45,2,29,-99,-177,-16543,-45,2,29
1780408880.175960,7.401555,-53,82,-49,-230,-16523,-39,-1,41,-49,-230,-16523,-39,-1,41
1780408880.195201,7.420797,-53,82,-104,-248,-16592,-44,-13,22,-104,-248,-16592,-44,-13,22
1780408880.214365,7.439960,-53,82,-98,-266,-16582,-49,1,29,-98,-266,-16582,-49,1,29
1780408880.233433,7.459029,-53,82,-58,-210,-16496,-27,-12,28,-58,-210,-16496,-27,-12,28
1780408880.252800,7.478395,-53,82,-60,-248,-16586,-25,-2,37,-60,-248,-16586,-25,-2,37
1780408880.271875,7.497471,-53,82,-61,-249,-16584,-52,-2,38,-61,-249,-16584,-52,-2,38
1780408880.291076,7.516672,-53,82,-59,-184,-16579,-28,-3,24,-59,-184,-16579,-28,-3,24
1780408880.310324,7.535920,-53,82,-99,-245,-16575,-32,-6,43,-99,-245,-16575,-32,-6,43
1780408880.329391,7.554987,-53,82,-58,-259,-16539,-35,-19,41,-58,-259,-16539,-35,-19,41
1780408880.348621,7.574217,-53,82,-26,-185,-16551,-56,0,50,-26,-185,-16551,-56,0,50
1780408880.367754,7.593349,-53,82,-93,-247,-16598,-27,-10,28,-93,-247,-16598,-27,-10,28
1780408880.386850,7.612446,-53,82,-50,-196,-16499,-41,-20,27,-50,-196,-16499,-41,-20,27
1780408880.405922,7.631517,-53,82,-98,-219,-16594,-24,3,37,-98,-219,-16594,-24,3,37
1780408880.424779,7.650375,-53,82,-45,-289,-16494,-47,4,42,-45,-289,-16494,-47,4,42
1780408880.443810,7.669406,-53,82,-62,-204,-16578,-44,-1,34,-62,-204,-16578,-44,-1,34
1780408880.462913,7.688509,-53,82,-75,-203,-16499,-42,4,38,-75,-203,-16499,-42,4,38
1780408880.481955,7.707551,-53,82,-78,-220,-16562,-37,-7,40,-78,-220,-16562,-37,-7,40
1780408880.500995,7.726591,-53,82,-55,-230,-16516,-27,11,39,-55,-230,-16516,-27,11,39
1780408880.519993,7.745588,-53,82,-21,-195,-16547,-46,9,35,-21,-195,-16547,-46,9,35
1780408880.539246,7.764841,-53,82,-51,-251,-16546,-17,8,38,-51,-251,-16546,-17,8,38
1780408880.558307,7.783903,-53,82,-69,-266,-16574,-36,7,34,-69,-266,-16574,-36,7,34
1780408880.577415,7.803010,-53,82,-16,-239,-16497,-34,-5,35,-16,-239,-16497,-34,-5,35
1780408880.596516,7.822112,-53,82,-70,-212,-16564,-36,0,34,-70,-212,-16564,-36,0,34
1780408880.615565,7.841160,-53,82,-77,-249,-16515,-44,-13,52,-77,-249,-16515,-44,-13,52
1780408880.634638,7.860234,-53,82,-76,-217,-16554,-43,1,24,-76,-217,-16554,-43,1,24
1780408880.653737,7.879333,-53,82,-49,-187,-16546,-40,-3,23,-49,-187,-16546,-40,-3,23
1780408880.672861,7.898457,-53,82,-105,-291,-16539,-26,-22,43,-105,-291,-16539,-26,-22,43
1780408880.691883,7.917479,-53,82,-32,-277,-16510,-56,9,51,-32,-277,-16510,-56,9,51
1780408880.710963,7.936558,-53,82,-47,-176,-16557,-30,2,41,-47,-176,-16557,-30,2,41
1780408880.730003,7.955599,-53,82,-71,-215,-16567,-16,-13,33,-71,-215,-16567,-16,-13,33
1780408880.749070,7.974666,-53,82,-85,-289,-16548,-41,-6,57,-85,-289,-16548,-41,-6,57
1780408880.768144,7.993740,-53,82,-87,-218,-16586,-57,-18,36,-87,-218,-16586,-57,-18,36
1780408880.787211,8.012807,-53,82,-53,-229,-16576,-19,7,36,-53,-229,-16576,-19,7,36
1780408880.806221,8.031816,-53,82,-48,-305,-16529,-20,4,44,-48,-305,-16529,-20,4,44
1780408880.825247,8.050842,-53,82,-38,-196,-16517,-43,4,37,-38,-196,-16517,-43,4,37
1780408880.844318,8.069914,-53,82,-43,-201,-16524,-52,5,39,-43,-201,-16524,-52,5,39
1780408880.863422,8.089018,-53,82,-134,-224,-16513,-26,-6,35,-134,-224,-16513,-26,-6,35
1780408880.882433,8.108029,-53,82,-47,-247,-16527,-41,-13,30,-47,-247,-16527,-41,-13,30
1780408880.901483,8.127079,-53,82,-71,-195,-16546,-48,-6,28,-71,-195,-16546,-48,-6,28
1780408880.920531,8.146127,-53,82,-37,-234,-16507,-40,3,51,-37,-234,-16507,-40,3,51
1780408880.939548,8.165143,-53,82,-67,-224,-16564,-37,-4,35,-67,-224,-16564,-37,-4,35
1780408880.958632,8.184228,-53,82,-59,-234,-16552,-51,7,47,-59,-234,-16552,-51,7,47
1780408880.977630,8.203226,-53,82,-31,-248,-16556,-38,-10,34,-31,-248,-16556,-38,-10,34
1780408880.996672,8.222268,-53,82,-63,-284,-16511,-27,-7,59,-63,-284,-16511,-27,-7,59
1780408881.015661,8.241256,-53,82,-43,-203,-16515,-19,-11,32,-43,-203,-16515,-19,-11,32
1780408881.034734,8.260330,-53,82,-86,-213,-16578,-30,-4,45,-86,-213,-16578,-30,-4,45
1780408881.053764,8.279359,-53,82,-49,-271,-16497,-36,-4,35,-49,-271,-16497,-36,-4,35
1780408881.072827,8.298423,-53,82,-74,-227,-16578,-38,-6,33,-74,-227,-16578,-38,-6,33
1780408881.091827,8.317423,-53,82,-74,-207,-16539,-48,6,44,-74,-207,-16539,-48,6,44
1780408881.110859,8.336455,-53,82,-80,-214,-16519,-48,-2,49,-80,-214,-16519,-48,-2,49
1780408881.129887,8.355483,-53,82,-32,-231,-16538,-55,-15,37,-32,-231,-16538,-55,-15,37
1780408881.148997,8.374593,-53,82,-70,-204,-16552,-40,1,30,-70,-204,-16552,-40,1,30
1780408881.167828,8.393423,-53,82,-62,-244,-16552,-35,-20,23,-62,-244,-16552,-35,-20,23
1780408881.187087,8.412683,-53,82,-101,-230,-16565,-44,-5,30,-101,-230,-16565,-44,-5,30
1780408881.206250,8.431845,-53,82,-41,-249,-16500,-40,3,33,-41,-249,-16500,-40,3,33
1780408881.225337,8.450933,-53,82,-42,-217,-16509,-29,-25,26,-42,-217,-16509,-29,-25,26
1780408881.244447,8.470043,-53,82,-67,-268,-16600,-21,-5,49,-67,-268,-16600,-21,-5,49
1780408881.263572,8.489167,-53,82,0,-230,-16527,-19,-16,35,0,-230,-16527,-19,-16,35
1780408881.282811,8.508407,-53,82,-54,-231,-16572,-32,-16,52,-54,-231,-16572,-32,-16,52
1780408881.302094,8.527689,-53,82,-62,-241,-16545,-24,-2,51,-62,-241,-16545,-24,-2,51
1780408881.321168,8.546764,-53,82,-82,-204,-16576,-32,2,32,-82,-204,-16576,-32,2,32
1780408881.340324,8.565919,-53,82,-34,-207,-16590,-47,-11,33,-34,-207,-16590,-47,-11,33
1780408881.359397,8.584993,-53,82,-62,-287,-16531,-26,-8,37,-62,-287,-16531,-26,-8,37
1780408881.378470,8.604066,-53,82,-66,-272,-16533,-61,-9,28,-66,-272,-16533,-61,-9,28
1780408881.397505,8.623100,-53,82,-60,-220,-16493,-22,-5,43,-60,-220,-16493,-22,-5,43
1780408881.416600,8.642196,-53,82,-93,-266,-16501,-28,-3,34,-93,-266,-16501,-28,-3,34
1780408881.435619,8.661214,-53,82,-19,-264,-16537,-50,3,36,-19,-264,-16537,-50,3,36
1780408881.454717,8.680312,-53,82,-21,-238,-16550,-43,-18,34,-21,-238,-16550,-43,-18,34
1780408881.473728,8.699324,-53,82,-56,-252,-16533,-31,-11,35,-56,-252,-16533,-31,-11,35
1780408881.492823,8.718419,-53,82,-53,-260,-16484,-42,-11,38,-53,-260,-16484,-42,-11,38
1780408881.511825,8.737420,-53,82,-96,-236,-16579,-48,-1,29,-96,-236,-16579,-48,-1,29
1780408881.530874,8.756469,-53,82,-75,-161,-16554,-23,3,48,-75,-161,-16554,-23,3,48
1780408881.549993,8.775589,-53,82,-71,-284,-16478,-31,-21,39,-71,-284,-16478,-31,-21,39
1780408881.569003,8.794599,-53,82,-73,-261,-16555,-44,2,30,-73,-261,-16555,-44,2,30
1780408881.588129,8.813725,-53,82,-55,-234,-16537,-42,-5,41,-55,-234,-16537,-42,-5,41
1780408881.607227,8.832823,-53,82,-114,-225,-16574,-35,12,29,-114,-225,-16574,-35,12,29
1780408881.626243,8.851839,-53,82,-62,-270,-16544,-28,-9,48,-62,-270,-16544,-28,-9,48
1780408881.645334,8.870930,-53,82,-50,-250,-16528,-32,-10,28,-50,-250,-16528,-32,-10,28
1780408881.664187,8.889783,-53,82,-48,-219,-16488,-37,-10,29,-48,-219,-16488,-37,-10,29
1780408881.683251,8.908847,-53,82,-35,-242,-16554,-24,7,25,-35,-242,-16554,-24,7,25
1780408881.702256,8.927852,-53,82,-61,-197,-16509,-32,3,32,-61,-197,-16509,-32,3,32
1780408881.721407,8.947003,-53,82,-51,-241,-16525,-29,2,50,-51,-241,-16525,-29,2,50
1780408881.740744,8.966340,-53,82,-79,-238,-16458,-44,-11,37,-79,-238,-16458,-44,-11,37
1780408881.759822,8.985418,-53,82,-81,-247,-16537,-54,-10,29,-81,-247,-16537,-54,-10,29
1780408881.778875,9.004470,-53,82,-33,-238,-16596,-38,-11,40,-33,-238,-16596,-38,-11,40
1780408881.797931,9.023527,-53,82,-46,-203,-16572,-26,-15,24,-46,-203,-16572,-26,-15,24
1780408881.817003,9.042598,-53,82,-70,-227,-16550,-35,5,38,-70,-227,-16550,-35,5,38
1780408881.836048,9.061644,-53,82,-66,-180,-16551,-30,11,40,-66,-180,-16551,-30,11,40
1780408881.855319,9.080915,-53,82,-89,-244,-16581,-23,-2,43,-89,-244,-16581,-23,-2,43
1780408881.874353,9.099949,-53,82,-46,-236,-16549,-42,7,38,-46,-236,-16549,-42,7,38
1780408881.893744,9.119339,-53,82,-42,-234,-16492,-46,-8,25,-42,-234,-16492,-46,-8,25
1780408881.912843,9.138439,-53,82,-44,-230,-16598,-46,-7,26,-44,-230,-16598,-46,-7,26
1780408881.931875,9.157471,-53,82,-80,-242,-16557,-43,-7,39,-80,-242,-16557,-43,-7,39
1780408881.950923,9.176518,-53,82,-48,-208,-16534,-58,11,42,-48,-208,-16534,-58,11,42
1780408881.969964,9.195560,-53,82,-100,-213,-16519,-31,-1,41,-100,-213,-16519,-31,-1,41
1780408881.988933,9.214529,-53,82,-68,-228,-16514,-41,-1,21,-68,-228,-16514,-41,-1,21
1780408882.007880,9.233476,-53,82,-91,-220,-16544,-40,14,37,-91,-220,-16544,-40,14,37
1780408882.026842,9.252438,-53,82,-36,-225,-16531,-21,-2,23,-36,-225,-16531,-21,-2,23
1780408882.045822,9.271418,-53,82,-34,-284,-16542,-42,-1,42,-34,-284,-16542,-42,-1,42
1780408882.064878,9.290474,-53,82,-32,-234,-16547,-34,1,42,-32,-234,-16547,-34,1,42
1780408882.083881,9.309477,-53,82,-10,-184,-16469,-54,-7,39,-10,-184,-16469,-54,-7,39
1780408882.102871,9.328466,-53,82,-44,-232,-16501,-35,8,39,-44,-232,-16501,-35,8,39
1780408882.121823,9.347419,-53,82,-86,-245,-16614,-53,0,57,-86,-245,-16614,-53,0,57
1780408882.140820,9.366416,-53,82,-49,-240,-16550,-48,-2,34,-49,-240,-16550,-48,-2,34
1780408882.159651,9.385247,-53,82,-95,-227,-16564,-42,-10,43,-95,-227,-16564,-42,-10,43
1780408882.178609,9.404205,-53,82,-44,-245,-16548,-29,-9,33,-44,-245,-16548,-29,-9,33
1780408882.197682,9.423278,-53,82,-38,-227,-16523,-36,12,26,-38,-227,-16523,-36,12,26
1780408882.216026,9.441622,-53,82,-41,-249,-16574,-39,-12,36,-41,-249,-16574,-39,-12,36
1780408882.234154,9.459750,-53,82,-87,-203,-16604,-23,-23,30,-87,-203,-16604,-23,-23,30
1780408882.252272,9.477868,-53,82,-26,-227,-16555,-26,8,51,-26,-227,-16555,-26,8,51
1780408882.270365,9.495961,-53,82,-23,-228,-16552,-43,11,37,-23,-228,-16552,-43,11,37
1780408882.288582,9.514178,-53,82,-70,-251,-16561,-33,6,46,-70,-251,-16561,-33,6,46
1780408882.307640,9.533235,-53,82,-61,-237,-16536,-20,12,55,-61,-237,-16536,-20,12,55
1780408882.326680,9.552276,-53,82,-42,-195,-16548,-41,-17,48,-42,-195,-16548,-41,-17,48
1780408882.345683,9.571279,-53,82,-46,-239,-16581,-27,-3,32,-46,-239,-16581,-27,-3,32
1780408882.364726,9.590322,-53,82,-71,-241,-16564,-21,9,37,-71,-241,-16564,-21,9,37
1780408882.383678,9.609274,-53,82,-83,-260,-16558,-43,9,45,-83,-260,-16558,-43,9,45
1780408882.402490,9.628086,-53,82,-92,-284,-16515,-37,-9,35,-92,-284,-16515,-37,-9,35
1780408882.421429,9.647024,-53,82,-13,-235,-16558,-53,0,17,-13,-235,-16558,-53,0,17
1780408882.440412,9.666008,-53,82,-63,-231,-16548,-55,-15,40,-63,-231,-16548,-55,-15,40
1780408882.459416,9.685012,-53,82,-46,-203,-16514,-32,-14,36,-46,-203,-16514,-32,-14,36
