t_unix,t_rel_s,enc_m1,enc_m2,slot0_bus1_ax,slot0_bus1_ay,slot0_bus1_az,slot0_bus1_gx,slot0_bus1_gy,slot0_bus1_gz,slot1_bus1_ax,slot1_bus1_ay,slot1_bus1_az,slot1_bus1_gx,slot1_bus1_gy,slot1_bus1_gz
1780408882.478378,9.703974,-53,82,-10,-236,-16593,-46,-11,46,-10,-236,-16593,-46,-11,46
1780408882.497323,9.722919,-53,82,-72,-224,-16593,-55,0,27,-72,-224,-16593,-55,0,27
1780408882.516318,9.741914,-53,82,-74,-225,-16571,-45,5,21,-74,-225,-16571,-45,5,21
1780408882.535249,9.760844,-53,82,-65,-253,-16572,-31,-11,29,-65,-253,-16572,-31,-11,29
1780408882.554239,9.779834,-53,82,-61,-265,-16553,-47,-2,45,-61,-265,-16553,-47,-2,45
1780408882.573243,9.798839,-53,82,-64,-236,-16599,-26,-9,53,-64,-236,-16599,-26,-9,53
1780408882.592235,9.817830,-53,82,-84,-236,-16609,-27,4,38,-84,-236,-16609,-27,4,38
1780408882.611175,9.836771,-53,82,5,-297,-16537,-33,-12,47,5,-297,-16537,-33,-12,47
1780408882.630178,9.855774,-53,82,-69,-263,-16552,-39,-3,42,-69,-263,-16552,-39,-3,42
1780408882.649149,9.874745,-53,82,-82,-238,-16531,-30,-14,18,-82,-238,-16531,-30,-14,18
1780408882.668211,9.893807,-53,82,-58,-231,-16561,-19,-3,30,-58,-231,-16561,-19,-3,30
1780408882.687155,9.912750,-53,82,-64,-180,-16511,-48,-2,18,-64,-180,-16511,-48,-2,18
1780408882.706139,9.931735,-53,82,-75,-191,-16539,-40,-5,22,-75,-191,-16539,-40,-5,22
1780408882.725060,9.950655,-53,82,-49,-249,-16517,-34,3,31,-49,-249,-16517,-34,3,31
1780408882.744041,9.969637,-53,82,-32,-252,-16562,-55,-2,39,-32,-252,-16562,-55,-2,39
1780408882.763024,9.988620,-53,82,-25,-283,-16629,-44,4,48,-25,-283,-16629,-44,4,48
1780408882.781998,10.007594,-53,82,-62,-212,-16601,-35,0,19,-62,-212,-16601,-35,0,19
1780408882.800933,10.026529,-53,82,-54,-244,-16591,-12,0,45,-54,-244,-16591,-12,0,45
1780408882.819847,10.045442,-53,82,-16,-245,-16496,-40,6,37,-16,-245,-16496,-40,6,37
1780408882.838761,10.064357,-53,82,-104,-234,-16490,-44,-10,34,-104,-234,-16490,-44,-10,34
1780408882.857713,10.083309,-53,82,-36,-223,-16512,-60,-7,48,-36,-223,-16512,-60,-7,48
1780408882.876729,10.102325,-53,82,-36,-225,-16506,-32,2,26,-36,-225,-16506,-32,2,26
1780408882.895665,10.121261,-53,82,-52,-232,-16532,-24,-9,35,-52,-232,-16532,-24,-9,35
1780408882.914587,10.140183,-53,82,-66,-201,-16579,-24,-2,46,-66,-201,-16579,-24,-2,46
1780408882.933517,10.159112,-53,82,-73,-289,-16582,-41,-1,40,-73,-289,-16582,-41,-1,40
1780408882.952527,10.178123,-53,82,-78,-209,-16510,-47,-5,46,-78,-209,-16510,-47,-5,46
1780408882.971503,10.197098,-53,82,-97,-232,-16491,-26,-13,35,-97,-232,-16491,-26,-13,35
1780408882.990436,10.216031,-53,82,-61,-236,-16504,-24,-6,20,-61,-236,-16504,-24,-6,20
1780408883.009373,10.234969,-53,82,-42,-238,-16533,-37,-4,38,-42,-238,-16533,-37,-4,38
1780408883.028352,10.253948,-53,82,-84,-215,-16548,-40,-17,32,-84,-215,-16548,-40,-17,32
1780408883.047315,10.272910,-53,82,-20,-246,-16496,-35,-8,35,-20,-246,-16496,-35,-8,35
1780408883.066320,10.291916,-53,82,-24,-210,-16499,-36,-2,47,-24,-210,-16499,-36,-2,47
1780408883.085307,10.310902,-53,82,-48,-230,-16567,-28,-25,43,-48,-230,-16567,-28,-25,43
1780408883.104313,10.329908,-53,82,-123,-212,-16526,-40,-3,45,-123,-212,-16526,-40,-3,45
1780408883.123251,10.348846,-53,82,-59,-215,-16501,-27,4,35,-59,-215,-16501,-27,4,35
1780408883.142233,10.367828,-53,82,-11,-218,-16526,-48,-8,49,-11,-218,-16526,-48,-8,49
1780408883.161210,10.386806,-53,82,-74,-206,-16566,-38,-6,41,-74,-206,-16566,-38,-6,41
1780408883.180225,10.405821,-53,82,-79,-302,-16590,-39,-6,29,-79,-302,-16590,-39,-6,29
1780408883.200748,10.426343,-53,82,-86,-244,-16580,-38,-13,28,-86,-244,-16580,-38,-13,28
1780408883.219868,10.445464,-53,82,-55,-230,-16529,-26,0,33,-55,-230,-16529,-26,0,33
1780408883.238863,10.464458,-53,82,-67,-213,-16534,-26,-2,29,-67,-213,-16534,-26,-2,29
1780408883.257698,10.483294,-53,82,-56,-249,-16523,-40,-13,50,-56,-249,-16523,-40,-13,50
1780408883.276926,10.502522,-53,82,-2,-211,-16531,-44,-1,43,-2,-211,-16531,-44,-1,43
1780408883.295929,10.521525,-53,82,-94,-232,-16523,-29,-11,42,-94,-232,-16523,-29,-11,42
1780408883.314667,10.540262,-53,82,-60,-223,-16519,-36,-6,33,-60,-223,-16519,-36,-6,33
1780408883.332744,10.558339,-53,82,-99,-256,-16564,-58,-11,39,-99,-256,-16564,-58,-11,39
1780408883.350967,10.576563,-53,82,-70,-217,-16563,-39,-19,43,-70,-217,-16563,-39,-19,43
1780408883.369195,10.594790,-53,82,-64,-217,-16571,-27,-13,46,-64,-217,-16571,-27,-13,46
1780408883.387310,10.612906,-53,82,-61,-281,-16539,-33,-6,31,-61,-281,-16539,-33,-6,31
1780408883.405429,10.631024,-53,82,-66,-239,-16502,-35,23,48,-66,-239,-16502,-35,23,48
1780408883.424510,10.650106,-53,82,-36,-252,-16577,-28,-10,27,-36,-252,-16577,-28,-10,27
1780408883.443491,10.669086,-53,82,-75,-282,-16587,-47,-3,35,-75,-282,-16587,-47,-3,35
1780408883.462487,10.688083,-53,82,-45,-216,-16528,-30,-10,37,-45,-216,-16528,-30,-10,37
1780408883.481446,10.707041,-53,82,-60,-217,-16531,-32,-5,38,-60,-217,-16531,-32,-5,38
1780408883.500395,10.725991,-53,82,-33,-255,-16541,-17,9,43,-33,-255,-16541,-17,9,43
1780408883.519385,10.744980,-53,82,-44,-226,-16486,-46,-5,32,-44,-226,-16486,-46,-5,32
1780408883.538368,10.763964,-53,82,-58,-238,-16560,-24,0,25,-58,-238,-16560,-24,0,25
1780408883.557351,10.782946,-53,82,-67,-221,-16561,-36,-6,34,-67,-221,-16561,-36,-6,34
1780408883.576233,10.801828,-53,82,-67,-250,-16496,-52,1,33,-67,-250,-16496,-52,1,33
1780408883.595204,10.820800,-53,82,-53,-248,-16528,-28,-5,29,-53,-248,-16528,-28,-5,29
1780408883.614225,10.839821,-53,82,-95,-204,-16547,-33,-10,25,-95,-204,-16547,-33,-10,25
1780408883.633183,10.858778,-53,82,-67,-268,-16532,-31,-1,35,-67,-268,-16532,-31,-1,35
1780408883.652204,10.877800,-53,82,-75,-194,-16529,-45,9,23,-75,-194,-16529,-45,9,23
1780408883.671199,10.896794,-53,82,-51,-222,-16574,-31,-10,34,-51,-222,-16574,-31,-10,34
1780408883.690212,10.915807,-53,82,-45,-226,-16521,-48,3,48,-45,-226,-16521,-48,3,48
1780408883.709165,10.934760,-53,82,-67,-230,-16565,-21,0,55,-67,-230,-16565,-21,0,55
1780408883.728173,10.953769,-53,82,-12,-215,-16528,-32,-4,42,-12,-215,-16528,-32,-4,42
1780408883.747135,10.972731,-53,82,-67,-220,-16507,-35,2,39,-67,-220,-16507,-35,2,39
1780408883.766184,10.991780,-53,82,-91,-225,-16533,-43,22,35,-91,-225,-16533,-43,22,35
1780408883.785130,11.010726,-53,82,-39,-246,-16611,-40,-3,30,-39,-246,-16611,-40,-3,30
1780408883.804080,11.029676,-53,82,-79,-239,-16499,-42,-4,38,-79,-239,-16499,-42,-4,38
1780408883.823020,11.048615,-53,82,-49,-240,-16540,-24,4,31,-49,-240,-16540,-24,4,31
1780408883.841992,11.067588,-53,82,-88,-236,-16514,-36,12,53,-88,-236,-16514,-36,12,53
1780408883.861011,11.086607,-53,82,-79,-265,-16549,-43,-9,33,-79,-265,-16549,-43,-9,33
1780408883.879949,11.105545,-53,82,-69,-236,-16577,-43,-15,38,-69,-236,-16577,-43,-15,38
1780408883.898895,11.124491,-53,82,-76,-246,-16553,-34,-8,45,-76,-246,-16553,-34,-8,45
1780408883.917870,11.143466,-53,82,-43,-270,-16524,-48,1,33,-43,-270,-16524,-48,1,33
1780408883.936814,11.162410,-53,82,-58,-211,-16560,-42,-15,39,-58,-211,-16560,-42,-15,39
1780408883.955778,11.181374,-53,82,-56,-234,-16506,-25,-8,33,-56,-234,-16506,-25,-8,33
1780408883.974758,11.200354,-53,82,-30,-249,-16551,-46,-14,32,-30,-249,-16551,-46,-14,32
1780408883.993695,11.219291,-53,82,-31,-244,-16529,-28,1,28,-31,-244,-16529,-28,1,28
1780408884.012676,11.238271,-53,82,-47,-247,-16557,-13,10,36,-47,-247,-16557,-13,10,36
1780408884.031603,11.257199,-53,82,-19,-242,-16538,-30,1,20,-19,-242,-16538,-30,1,20
1780408884.050565,11.276161,-53,82,-137,-218,-16498,-38,0,38,-137,-218,-16498,-38,0,38
1780408884.069556,11.295151,-53,82,-123,-253,-16575,-46,-8,40,-123,-253,-16575,-46,-8,40
1780408884.088572,11.314168,-53,82,-62,-233,-16538,-39,-9,35,-62,-233,-16538,-39,-9,35
1780408884.107533,11.333128,-53,82,-73,-245,-16579,-32,-6,38,-73,-245,-16579,-32,-6,38
1780408884.126461,11.352057,-53,82,-33,-211,-16552,-40,11,37,-33,-211,-16552,-40,11,37
1780408884.145394,11.370989,-53,82,-58,-224,-16524,-30,-1,23,-58,-224,-16524,-30,-1,23
1780408884.164423,11.390018,-53,82,-20,-235,-16508,-33,-9,36,-20,-235,-16508,-33,-9,36
1780408884.183373,11.408968,-53,82,-79,-253,-16615,-37,-10,34,-79,-253,-16615,-37,-10,34
1780408884.205359,11.430955,-53,82,-86,-244,-16551,-45,-10,32,-86,-244,-16551,-45,-10,32
1780408884.224521,11.450117,-53,82,-43,-238,-16520,-42,-10,20,-43,-238,-16520,-42,-10,20
1780408884.243544,11.469140,-53,82,-53,-234,-16535,-61,0,34,-53,-234,-16535,-61,0,34
1780408884.262561,11.488157,-53,82,-78,-184,-16619,-40,1,19,-78,-184,-16619,-40,1,19
1780408884.281773,11.507369,-53,82,-97,-198,-16533,-33,4,40,-97,-198,-16533,-33,4,40
1780408884.300957,11.526552,-53,82,-42,-240,-16516,-25,3,40,-42,-240,-16516,-25,3,40
1780408884.319982,11.545577,-53,82,-78,-240,-16525,-34,-10,31,-78,-240,-16525,-34,-10,31
1780408884.339037,11.564633,-53,82,-59,-212,-16645,-37,-14,48,-59,-212,-16645,-37,-14,48
1780408884.358118,11.583714,-53,82,-69,-261,-16604,-41,-13,34,-69,-261,-16604,-41,-13,34
1780408884.377132,11.602728,-53,82,-94,-230,-16549,-58,-14,48,-94,-230,-16549,-58,-14,48
1780408884.396137,11.621733,-53,82,-27,-292,-16568,-36,2,39,-27,-292,-16568,-36,2,39
1780408884.415100,11.640696,-53,82,-42,-240,-16528,-43,-17,41,-42,-240,-16528,-43,-17,41
1780408884.434088,11.659683,-53,82,-10,-242,-16549,-44,-11,36,-10,-242,-16549,-44,-11,36
1780408884.453065,11.678661,-53,82,-12,-220,-16545,-35,8,39,-12,-220,-16545,-35,8,39
1780408884.472035,11.697631,-53,82,-47,-198,-16574,-62,-6,25,-47,-198,-16574,-62,-6,25
1780408884.490983,11.716579,-53,82,-48,-228,-16487,-52,1,43,-48,-228,-16487,-52,1,43
1780408884.509950,11.735546,-53,82,-45,-242,-16559,-30,7,31,-45,-242,-16559,-30,7,31
1780408884.528894,11.754490,-53,82,-53,-213,-16527,-47,-14,21,-53,-213,-16527,-47,-14,21
1780408884.547843,11.773438,-53,82,-52,-228,-16568,-49,-6,34,-52,-228,-16568,-49,-6,34
1780408884.566853,11.792449,-53,82,-59,-251,-16485,-49,-12,38,-59,-251,-16485,-49,-12,38
1780408884.585882,11.811478,-53,82,-81,-226,-16556,-34,-14,25,-81,-226,-16556,-34,-14,25
1780408884.604838,11.830434,-53,82,-82,-263,-16519,-32,-11,40,-82,-263,-16519,-32,-11,40
1780408884.623778,11.849374,-53,82,-14,-239,-16565,-54,4,32,-14,-239,-16565,-54,4,32
1780408884.642716,11.868312,-53,82,-31,-236,-16559,-41,-12,51,-31,-236,-16559,-41,-12,51
1780408884.661683,11.887278,-53,82,-6,-225,-16542,-59,-8,32,-6,-225,-16542,-59,-8,32
1780408884.680698,11.906293,-53,82,-38,-230,-16500,-45,-9,47,-38,-230,-16500,-45,-9,47
1780408884.699642,11.925238,-53,82,-60,-244,-16505,-46,-15,33,-60,-244,-16505,-46,-15,33
1780408884.718596,11.944191,-53,82,-80,-227,-16524,-43,-9,42,-80,-227,-16524,-43,-9,42
1780408884.737553,11.963148,-53,82,-80,-240,-16532,-33,-11,36,-80,-240,-16532,-33,-11,36
1780408884.756572,11.982168,-53,82,-7,-194,-16586,-51,11,32,-7,-194,-16586,-51,11,32
1780408884.775562,12.001157,-53,82,-73,-214,-16516,-27,-10,43,-73,-214,-16516,-27,-10,43
1780408884.794518,12.020114,-53,82,-68,-203,-16578,-28,-11,36,-68,-203,-16578,-28,-11,36
1780408884.813456,12.039051,-53,82,-11,-244,-16576,-29,7,35,-11,-244,-16576,-29,7,35
1780408884.832426,12.058022,-53,82,-82,-246,-16544,-55,-10,27,-82,-246,-16544,-55,-10,27
1780408884.851397,12.076992,-53,82,-85,-239,-16564,-40,4,28,-85,-239,-16564,-40,4,28
1780408884.870379,12.095975,-53,82,-26,-208,-16581,-42,-9,45,-26,-208,-16581,-42,-9,45
1780408884.889323,12.114919,-53,82,-65,-242,-16534,-46,4,30,-65,-242,-16534,-46,4,30
1780408884.908295,12.133890,-53,82,14,-206,-16564,-26,0,26,14,-206,-16564,-26,0,26
1780408884.927225,12.152821,-53,82,-60,-241,-16514,-49,-7,38,-60,-241,-16514,-49,-7,38
1780408884.946182,12.171777,-53,82,-26,-225,-16551,-38,-10,35,-26,-225,-16551,-38,-10,35
1780408884.965165,12.190761,-53,82,-55,-252,-16544,-43,-3,30,-55,-252,-16544,-43,-3,30
1780408884.984181,12.209776,-53,82,-45,-247,-16594,-30,-11,42,-45,-247,-16594,-30,-11,42
1780408885.003125,12.228721,-53,82,-67,-290,-16506,-40,-9,43,-67,-290,-16506,-40,-9,43
1780408885.022121,12.247717,-53,82,-78,-268,-16570,-39,1,28,-78,-268,-16570,-39,1,28
1780408885.041052,12.266648,-53,82,15,-257,-16570,-46,-18,33,15,-257,-16570,-46,-18,33
1780408885.060031,12.285627,-53,82,-32,-238,-16574,-24,-20,34,-32,-238,-16574,-24,-20,34
1780408885.079107,12.304702,-53,82,-71,-223,-16557,-39,-10,54,-71,-223,-16557,-39,-10,54
1780408885.098125,12.323720,-53,82,-62,-253,-16558,-48,-10,27,-62,-253,-16558,-48,-10,27
1780408885.117116,12.342712,-53,82,-49,-287,-16530,-27,-3,38,-49,-287,-16530,-27,-3,38
1780408885.136053,12.361649,-53,82,-81,-239,-16543,-32,3,27,-81,-239,-16543,-32,3,27
1780408885.155012,12.380608,-53,82,-111,-273,-16605,-36,4,45,-111,-273,-16605,-36,4,45
1780408885.174055,12.399651,-53,82,-87,-249,-16467,-50,-9,35,-87,-249,-16467,-50,-9,35
1780408885.193027,12.418623,-53,82,-84,-228,-16545,-38,-1,40,-84,-228,-16545,-38,-1,40
1780408885.213363,12.438959,-53,82,-80,-254,-16578,-42,-3,20,-80,-254,-16578,-42,-3,20
1780408885.232559,12.458155,-53,82,-65,-207,-16567,-22,-6,47,-65,-207,-16567,-22,-6,47
1780408885.251624,12.477220,-53,82,-59,-231,-16566,-43,-12,20,-59,-231,-16566,-43,-12,20
1780408885.270678,12.496274,-53,82,-30,-200,-16534,-51,-12,33,-30,-200,-16534,-51,-12,33
1780408885.289969,12.515565,-53,82,-83,-242,-16502,-49,-3,36,-83,-242,-16502,-49,-3,36
1780408885.309119,12.534715,-53,82,-51,-234,-16538,-28,2,27,-51,-234,-16538,-28,2,27
1780408885.328200,12.553795,-53,82,-47,-269,-16560,-23,-9,26,-47,-269,-16560,-23,-9,26
1780408885.347197,12.572793,-53,82,-21,-249,-16515,-30,-1,35,-21,-249,-16515,-30,-1,35
1780408885.366245,12.591840,-53,82,-36,-260,-16587,-41,0,32,-36,-260,-16587,-41,0,32
1780408885.385257,12.610852,-53,82,-38,-272,-16502,-24,14,35,-38,-272,-16502,-24,14,35
1780408885.404215,12.629811,-53,82,-36,-220,-16559,-34,11,33,-36,-220,-16559,-34,11,33
1780408885.423197,12.648792,-53,82,-17,-215,-16596,-46,4,35,-17,-215,-16596,-46,4,35
1780408885.442227,12.667822,-53,82,-58,-233,-16561,-39,-10,40,-58,-233,-16561,-39,-10,40
1780408885.461231,12.686827,-53,82,-106,-195,-16539,-36,-1,42,-106,-195,-16539,-36,-1,42
1780408885.480303,12.705899,-53,82,-38,-239,-16539,-46,4,32,-38,-239,-16539,-46,4,32
1780408885.499291,12.724887,-53,82,-74,-244,-16564,-28,-7,39,-74,-244,-16564,-28,-7,39
1780408885.518295,12.743891,-53,82,-75,-247,-16529,-44,-5,28,-75,-247,-16529,-44,-5,28
1780408885.537243,12.762839,-53,82,-39,-225,-16546,-35,0,36,-39,-225,-16546,-35,0,36
1780408885.556257,12.781852,-53,82,-67,-241,-16566,-42,-8,31,-67,-241,-16566,-42,-8,31
1780408885.575275,12.800870,-53,82,-38,-239,-16524,-43,-15,45,-38,-239,-16524,-43,-15,45
1780408885.594273,12.819868,-53,82,-81,-210,-16593,-42,-10,22,-81,-210,-16593,-42,-10,22
1780408885.613248,12.838844,-53,82,-110,-219,-16565,-30,0,31,-110,-219,-16565,-30,0,31
1780408885.632220,12.857816,-53,82,-85,-216,-16541,-40,-16,44,-85,-216,-16541,-40,-16,44
1780408885.651303,12.876899,-53,82,-89,-218,-16571,-38,-3,36,-89,-218,-16571,-38,-3,36
1780408885.670295,12.895890,-53,82,-60,-251,-16579,-37,-5,61,-60,-251,-16579,-37,-5,61
1780408885.689251,12.914847,-53,82,-55,-227,-16509,-48,-3,41,-55,-227,-16509,-48,-3,41
1780408885.708193,12.933789,-53,82,-85,-195,-16498,-50,-3,39,-85,-195,-16498,-50,-3,39
1780408885.727160,12.952755,-53,82,-59,-201,-16511,-45,3,40,-59,-201,-16511,-45,3,40
1780408885.746180,12.971775,-53,82,-67,-264,-16494,-19,-9,53,-67,-264,-16494,-19,-9,53
1780408885.765138,12.990734,-53,82,-15,-220,-16530,-35,2,33,-15,-220,-16530,-35,2,33
1780408885.784146,13.009741,-53,82,-64,-213,-16568,-15,-11,40,-64,-213,-16568,-15,-11,40
1780408885.803089,13.028685,-53,82,-26,-203,-16566,-28,-14,30,-26,-203,-16566,-28,-14,30
1780408885.822083,13.047679,-53,82,-92,-243,-16530,-32,-3,36,-92,-243,-16530,-32,-3,36
1780408885.841019,13.066615,-53,82,-78,-265,-16629,-38,10,36,-78,-265,-16629,-38,10,36
1780408885.859989,13.085585,-53,82,-103,-268,-16565,-30,-7,44,-103,-268,-16565,-30,-7,44
1780408885.878968,13.104564,-53,82,-71,-235,-16558,-32,-20,42,-71,-235,-16558,-32,-20,42
1780408885.897959,13.123554,-53,82,-104,-199,-16495,-35,1,40,-104,-199,-16495,-35,1,40
1780408885.916947,13.142543,-53,82,-42,-248,-16538,-25,0,35,-42,-248,-16538,-25,0,35
1780408885.935886,13.161482,-53,82,-45,-227,-16510,-43,-1,30,-45,-227,-16510,-43,-1,30
1780408885.954890,13.180486,-53,82,-72,-222,-16528,-35,-12,49,-72,-222,-16528,-35,-12,49
1780408885.973938,13.199533,-53,82,-57,-195,-16554,-43,-3,34,-57,-195,-16554,-43,-3,34
1780408885.992900,13.218496,-53,82,-25,-262,-16560,-36,-7,52,-25,-262,-16560,-36,-7,52
1780408886.011846,13.237442,-53,82,-65,-280,-16514,-35,1,41,-65,-280,-16514,-35,1,41
1780408886.030793,13.256389,-53,82,-86,-223,-16565,-9,-3,41,-86,-223,-16565,-9,-3,41
1780408886.049732,13.275328,-53,82,-1,-249,-16595,-19,25,37,-1,-249,-16595,-19,25,37
1780408886.068794,13.294390,-53,82,-75,-268,-16484,-43,-8,48,-75,-268,-16484,-43,-8,48
1780408886.087802,13.313398,-53,82,-56,-205,-16552,-50,-7,43,-56,-205,-16552,-50,-7,43
1780408886.106749,13.332345,-53,82,-69,-249,-16535,-18,0,38,-69,-249,-16535,-18,0,38
1780408886.125691,13.351287,-53,82,-74,-286,-16539,-36,-3,29,-74,-286,-16539,-36,-3,29
1780408886.144678,13.370274,-53,82,-64,-233,-16547,-31,-1,46,-64,-233,-16547,-31,-1,46
1780408886.163684,13.389279,-53,82,-45,-241,-16567,-28,-14,32,-45,-241,-16567,-28,-14,32
1780408886.182695,13.408291,-53,82,-108,-282,-16553,-39,2,44,-108,-282,-16553,-39,2,44
1780408886.201643,13.427238,-53,82,-63,-202,-16568,-37,-8,28,-63,-202,-16568,-37,-8,28
1780408886.220771,13.446367,-53,82,-24,-197,-16546,-40,8,28,-24,-197,-16546,-40,8,28
1780408886.239873,13.465469,-53,82,-43,-260,-16536,-45,-14,33,-43,-260,-16536,-45,-14,33
1780408886.259145,13.484741,-53,82,-38,-251,-16514,-44,-6,40,-38,-251,-16514,-44,-6,40
1780408886.278389,13.503985,-53,82,4,-243,-16538,-29,-3,40,4,-243,-16538,-29,-3,40
1780408886.297547,13.523143,-53,82,-30,-273,-16552,-20,9,45,-30,-273,-16552,-20,9,45
1780408886.316648,13.542244,-53,82,-89,-296,-16586,-36,-2,44,-89,-296,-16586,-36,-2,44
1780408886.335636,13.561231,-53,82,-88,-227,-16581,-38,-2,45,-88,-227,-16581,-38,-2,45
1780408886.354603,13.580199,-53,82,-14,-210,-16524,-46,3,35,-14,-210,-16524,-46,3,35
1780408886.373591,13.599187,-53,82,-69,-219,-16588,-41,6,47,-69,-219,-16588,-41,6,47
1780408886.392626,13.618221,-53,82,-34,-224,-16590,-36,2,35,-34,-224,-16590,-36,2,35
1780408886.411573,13.637169,-53,82,-39,-235,-16577,-41,1,39,-39,-235,-16577,-41,1,39
1780408886.430512,13.656108,-53,82,-80,-302,-16520,-42,-16,58,-80,-302,-16520,-42,-16,58
1780408886.449453,13.675049,-53,82,-6,-273,-16512,-39,-4,47,-6,-273,-16512,-39,-4,47
1780408886.468444,13.694039,-53,82,-65,-211,-16614,-32,-8,27,-65,-211,-16614,-32,-8,27
1780408886.487427,13.713023,-53,82,-68,-226,-16579,-50,-5,29,-68,-226,-16579,-50,-5,29
1780408886.506380,13.731975,-53,82,-5,-244,-16505,-55,-20,44,-5,-244,-16505,-55,-20,44
1780408886.525328,13.750924,-53,82,-28,-229,-16534,-42,-16,48,-28,-229,-16534,-42,-16,48
1780408886.544294,13.769889,-53,82,-80,-280,-16603,-36,12,42,-80,-280,-16603,-36,12,42
1780408886.563258,13.788854,-53,82,-31,-259,-16515,-34,-8,30,-31,-259,-16515,-34,-8,30
1780408886.582268,13.807863,-53,82,-69,-183,-16575,-32,-3,26,-69,-183,-16575,-32,-3,26
1780408886.601209,13.826805,-53,82,-54,-216,-16553,-41,-8,47,-54,-216,-16553,-41,-8,47
1780408886.620192,13.845787,-53,82,-79,-232,-16548,-34,-4,43,-79,-232,-16548,-34,-4,43
1780408886.639136,13.864731,-53,82,-41,-219,-16514,-46,8,42,-41,-219,-16514,-46,8,42
1780408886.658147,13.883742,-53,82,-71,-244,-16530,-34,-2,51,-71,-244,-16530,-34,-2,51
1780408886.677135,13.902731,-53,82,-90,-293,-16568,-34,-4,35,-90,-293,-16568,-34,-4,35
1780408886.696106,13.921702,-53,82,-53,-210,-16547,-44,-6,30,-53,-210,-16547,-44,-6,30
1780408886.715075,13.940670,-53,82,-27,-193,-16578,-33,-22,22,-27,-193,-16578,-33,-22,22
1780408886.734040,13.959635,-53,82,-24,-232,-16557,-39,-33,52,-24,-232,-16557,-39,-33,52
1780408886.752986,13.978582,-53,82,-123,-254,-16574,-46,-14,42,-123,-254,-16574,-46,-14,42
1780408886.771973,13.997568,-53,82,-25,-217,-16582,-50,1,40,-25,-217,-16582,-50,1,40
1780408886.790945,14.016541,-53,82,-55,-214,-16550,-39,-15,37,-55,-214,-16550,-39,-15,37
1780408886.809923,14.035519,-53,82,-16,-239,-16610,-38,-21,32,-16,-239,-16610,-38,-21,32
1780408886.828879,14.054474,-53,82,-95,-268,-16535,-47,-5,59,-95,-268,-16535,-47,-5,59
1780408886.847818,14.073414,-53,82,-31,-164,-16493,-24,1,37,-31,-164,-16493,-24,1,37
1780408886.866785,14.092381,-53,82,-79,-225,-16535,-27,0,42,-79,-225,-16535,-27,0,42
1780408886.885771,14.111366,-53,82,-71,-200,-16552,-40,-10,32,-71,-200,-16552,-40,-10,32
1780408886.904752,14.130347,-53,82,-48,-205,-16473,-37,-15,33,-48,-205,-16473,-37,-15,33
1780408886.923784,14.149380,-53,82,-52,-247,-16532,-39,6,42,-52,-247,-16532,-39,6,42
1780408886.942862,14.168458,-53,82,-60,-292,-16551,-49,4,30,-60,-292,-16551,-49,4,30
1780408886.961941,14.187536,-53,82,-90,-217,-16542,-31,-3,39,-90,-217,-16542,-31,-3,39
1780408886.980935,14.206531,-53,82,-40,-267,-16548,-23,10,33,-40,-267,-16548,-23,10,33
1780408886.999885,14.225481,-53,82,-43,-233,-16525,-14,3,50,-43,-233,-16525,-14,3,50
1780408887.018821,14.244416,-53,82,-28,-169,-16553,-62,6,48,-28,-169,-16553,-62,6,48
1780408887.037754,14.263350,-53,82,-88,-279,-16570,-44,-11,36,-88,-279,-16570,-44,-11,36
1780408887.056761,14.282357,-53,82,-74,-214,-16594,-35,-12,22,-74,-214,-16594,-35,-12,22
1780408887.075785,14.301381,-53,82,-89,-209,-16568,-27,3,42,-89,-209,-16568,-27,3,42
1780408887.094788,14.320384,-53,82,-44,-186,-16535,-19,-8,29,-44,-186,-16535,-19,-8,29
1780408887.113743,14.339338,-53,82,-75,-232,-16541,-33,-1,38,-75,-232,-16541,-33,-1,38
1780408887.132725,14.358321,-53,82,-59,-287,-16564,-37,1,35,-59,-287,-16564,-37,1,35
1780408887.151657,14.377253,-53,82,-36,-256,-16564,-43,-1,39,-36,-256,-16564,-43,-1,39
1780408887.170642,14.396237,-53,82,-42,-217,-16528,-39,-3,49,-42,-217,-16528,-39,-3,49
1780408887.189626,14.415221,-53,82,-37,-250,-16552,-24,6,52,-37,-250,-16552,-24,6,52
1780408887.208593,14.434189,-53,82,-79,-291,-16552,-28,3,32,-79,-291,-16552,-28,3,32
1780408887.227663,14.453259,-53,82,-33,-222,-16558,-42,-21,32,-33,-222,-16558,-42,-21,32
1780408887.246744,14.472340,-53,82,-66,-253,-16577,-43,0,30,-66,-253,-16577,-43,0,30
1780408887.265761,14.491357,-53,82,-89,-252,-16525,-31,-17,36,-89,-252,-16525,-31,-17,36
1780408887.285008,14.510604,-53,82,-28,-207,-16492,-53,-2,53,-28,-207,-16492,-53,-2,53
1780408887.304190,14.529786,-53,82,-61,-275,-16514,-33,-14,31,-61,-275,-16514,-33,-14,31
1780408887.323225,14.548821,-53,82,-54,-247,-16557,-48,4,46,-54,-247,-16557,-48,4,46
1780408887.342260,14.567856,-53,82,-67,-231,-16528,-42,-6,38,-67,-231,-16528,-42,-6,38
1780408887.361301,14.586897,-53,82,-23,-251,-16483,-44,-4,50,-23,-251,-16483,-44,-4,50
1780408887.380352,14.605948,-53,82,-10,-226,-16572,-32,12,37,-10,-226,-16572,-32,12,37
