t_unix,t_rel_s,enc_m1,enc_m2,bus1_ax,bus1_ay,bus1_az,bus1_gx,bus1_gy,bus1_gz,bus3_ax,bus3_ay,bus3_az,bus3_gx,bus3_gy,bus3_gz
1780139788.393038,0.439655,-15,11,-13898,-775,-8668,-90,-6,49,14784,-295,-8788,34,-33,33
1780139788.408725,0.455342,-15,11,-13801,-782,-8735,-35,27,54,14760,-297,-8829,22,-59,37
1780139788.424517,0.471135,-15,11,-13738,-776,-8725,-23,2,48,14633,-241,-8789,-22,-34,17
1780139788.440148,0.486765,-15,11,-13759,-918,-8709,-37,-45,34,14697,-124,-8857,-26,30,12
1780139788.455791,0.502409,-15,11,-13844,-911,-8706,-46,-68,44,14776,-132,-8872,3,27,12
1780139788.471414,0.518031,-15,11,-13912,-859,-8793,-59,-19,46,14830,-196,-8872,11,-24,16
1780139788.487187,0.533805,-15,11,-13862,-856,-8807,-62,22,58,14792,-190,-8960,8,-75,36
1780139788.502889,0.549506,-15,11,-13704,-883,-8827,-55,62,48,14585,-145,-9007,-10,-89,31
1780139788.518537,0.565154,-15,11,-13655,-891,-8867,-56,39,52,14509,-155,-9007,1,-74,33
1780139788.534190,0.580808,-15,11,-13612,-842,-8896,-64,-34,45,14581,-193,-9022,24,18,18
1780139788.549924,0.596542,-15,11,-13710,-809,-8909,-52,-80,36,14613,-213,-8990,-5,37,5
1780139788.565613,0.612230,-15,11,-13814,-826,-8873,-27,-69,28,14728,-218,-8963,-10,30,7
1780139788.581289,0.627907,-15,11,-13803,-861,-8804,-22,-26,27,14699,-144,-8875,-25,-3,15
1780139788.596940,0.643557,-15,11,-13790,-930,-8747,-40,-16,38,14690,-96,-8907,-13,-12,32
1780139788.612711,0.659328,-15,11,-13768,-853,-8746,-66,-29,46,14720,-150,-8844,20,5,35
1780139788.628433,0.675050,-15,11,-13803,-793,-8726,-68,-41,42,14746,-214,-8875,24,-7,25
1780139788.644038,0.690655,-15,11,-13853,-751,-8745,-58,-27,30,14798,-264,-8803,-3,-4,14
1780139788.659619,0.706237,-15,11,-13825,-776,-8679,-35,-18,30,14756,-243,-8805,0,-15,20
1780139788.675248,0.721866,-15,11,-13823,-893,-8732,-19,-7,37,14697,-147,-8849,-37,-15,32
1780139788.690901,0.737519,-15,11,-13820,-896,-8728,-28,-18,39,14703,-146,-8843,1,-10,14
1780139788.706511,0.753128,-15,11,-13827,-921,-8774,-64,3,34,14720,-110,-8905,19,-20,11
1780139788.722178,0.768796,-15,11,-13849,-882,-8770,-66,11,30,14734,-198,-8912,25,-47,28
1780139788.737659,0.784276,-15,11,-13752,-805,-8852,-71,21,38,14682,-209,-8974,24,-54,30
1780139788.753288,0.799906,-15,11,-13702,-832,-8808,-46,11,57,14543,-214,-9014,-11,-43,26
1780139788.768938,0.815556,-15,11,-13622,-855,-8853,-41,-1,44,14537,-191,-9032,-10,-24,20
1780139788.784647,0.831264,-15,11,-13673,-856,-8871,-31,-56,39,14622,-152,-8973,-6,24,13
1780139788.800533,0.847150,-15,11,-13717,-900,-8851,-48,-68,38,14666,-190,-8996,2,35,8
1780139788.816747,0.863364,-15,11,-13848,-829,-8783,-61,-39,35,14723,-192,-8888,5,6,20
1780139788.832930,0.879547,-15,11,-13831,-845,-8762,-59,-28,55,14736,-219,-8889,4,-35,38
1780139788.849181,0.895799,-15,11,-13761,-824,-8743,-39,1,42,14709,-217,-8887,7,-31,18
1780139788.865374,0.911991,-15,11,-13729,-864,-8754,-43,-32,45,14692,-196,-8850,-14,-2,16
1780139788.881584,0.928201,-15,11,-13802,-847,-8697,-47,-44,33,14738,-213,-8859,2,1,5
1780139788.897869,0.944487,-15,11,-13910,-833,-8714,-46,-40,37,14784,-194,-8824,-1,7,14
1780139788.913588,0.960206,-15,11,-13883,-817,-8729,-37,-18,46,14788,-217,-8880,-17,-28,28
1780139788.929233,0.975850,-15,11,-13878,-896,-8743,-38,15,55,14758,-200,-8886,-21,-35,24
1780139788.944844,0.991462,-15,11,-13782,-876,-8713,-48,22,50,14657,-140,-8930,10,-38,29
1780139788.960489,1.007106,-15,11,-13725,-871,-8783,-65,2,44,14666,-176,-8952,11,-43,26
1780139788.976160,1.022778,-15,11,-13725,-851,-8847,-74,-7,45,14637,-195,-8975,9,-18,24
1780139788.991800,1.038417,-15,11,-13751,-791,-8851,-45,-8,53,14632,-187,-8965,10,-27,21
1780139789.007405,1.054023,-15,11,-13710,-809,-8824,-48,-37,42,14590,-179,-8964,-16,0,21
1780139789.023195,1.069812,-15,11,-13723,-861,-8769,-45,-51,39,14670,-158,-8916,-16,34,19
1780139789.038958,1.085575,-15,11,-13799,-906,-8771,-51,-46,38,14771,-135,-8906,-4,13,4
1780139789.054596,1.101214,-15,11,-13834,-895,-8780,-56,-17,34,14722,-148,-8915,3,-24,32
1780139789.070259,1.116876,-15,11,-13803,-894,-8775,-51,12,61,14737,-114,-8923,2,-43,29
1780139789.085999,1.132616,-15,11,-13761,-885,-8812,-55,26,57,14626,-152,-8977,4,-49,36
1780139789.101727,1.148345,-15,11,-13713,-861,-8837,-65,18,56,14616,-177,-8939,-3,-34,34
1780139789.117383,1.164000,-15,11,-13690,-820,-8851,-86,-8,55,14530,-243,-9011,30,3,16
1780139789.132998,1.179615,-15,11,-13750,-749,-8825,-56,-49,33,14672,-295,-8909,18,20,5
1780139789.148659,1.195277,-15,11,-13817,-756,-8780,-36,-66,28,14728,-262,-8838,-28,33,-5
1780139789.164289,1.210907,-15,11,-13830,-889,-8766,5,-53,20,14780,-176,-8870,-48,19,23
1780139789.180039,1.226656,-15,11,-13821,-970,-8684,1,-49,44,14799,-6,-8851,-35,17,29
1780139789.195682,1.242299,-15,11,-13884,-971,-8651,-62,-45,60,14825,-187,-8843,38,-13,43
1780139789.211284,1.257902,-15,11,-13906,-857,-8640,-104,26,44,14840,-225,-8852,51,-32,36
1780139789.226883,1.273501,-15,11,-13842,-742,-8764,-95,36,53,14743,-365,-8866,27,-70,23
1780139789.242490,1.289107,-15,11,-13802,-694,-8787,-44,29,41,14663,-315,-8883,2,-76,32
1780139789.258251,1.304868,-15,11,-13685,-800,-8838,-12,16,41,14563,-196,-8971,-42,-13,13
1780139789.273962,1.320579,-15,11,-13679,-999,-8797,-3,-63,32,14576,-91,-8948,-53,10,18
1780139789.289664,1.336282,-15,11,-13753,-1028,-8751,-45,-75,46,14722,-18,-8972,-7,31,15
1780139789.305349,1.351966,-15,11,-13924,-911,-8816,-101,-31,48,14786,-94,-8989,44,-35,28
1780139789.320821,1.367439,-15,11,-13877,-802,-8817,-108,18,57,14728,-254,-8940,45,-72,34
1780139789.336455,1.383073,-15,11,-13667,-750,-8888,-53,66,62,14510,-310,-9016,-1,-89,39
1780139789.352041,1.398658,-15,11,-13578,-777,-8848,-44,45,46,14488,-247,-8997,-13,-46,35
1780139789.367780,1.414397,-15,11,-13616,-843,-8819,-8,-75,9,14574,-138,-8924,-35,75,-11
1780139789.383443,1.430060,-15,11,-13718,-886,-8771,-12,-122,20,14736,-112,-8928,-36,108,-2
1780139789.399071,1.445689,-15,11,-13979,-949,-8706,-45,-98,25,14978,-128,-8851,-8,54,18
1780139789.414657,1.461274,-15,11,-14039,-892,-8661,-58,17,60,14966,-197,-8837,7,-2,22
1780139789.430263,1.476881,-15,11,-13907,-811,-8700,-52,69,64,14744,-204,-8832,7,-100,34
1780139789.445870,1.492487,-15,11,-13762,-808,-8757,-52,41,47,14628,-203,-8830,8,-97,24
1780139789.461473,1.508091,-15,11,-13614,-842,-8775,-54,1,33,14563,-190,-8878,16,-18,19
1780139789.477178,1.523796,-15,11,-13777,-804,-8813,-52,-75,42,14703,-227,-8859,5,48,3
1780139789.492801,1.539418,-15,11,-13894,-815,-8756,-49,-80,36,14761,-208,-8887,-4,33,20
1780139789.508620,1.555238,-15,11,-13878,-905,-8802,-18,-8,40,14779,-125,-8920,-14,-39,18
1780139789.524320,1.570937,-15,11,-13834,-912,-8798,-39,31,45,14734,-70,-8948,-12,-62,33
1780139789.540053,1.586670,-15,11,-13704,-889,-8821,-73,46,53,14554,-138,-8986,17,-68,26
1780139789.555777,1.602395,-15,11,-13647,-792,-8867,-81,21,63,14593,-207,-8994,26,-45,30
1780139789.571513,1.618131,-15,11,-13648,-781,-8890,-77,-47,35,14588,-280,-8980,10,-5,15
1780139789.587226,1.633843,-15,11,-13703,-764,-8858,-24,-56,39,14606,-272,-8894,-40,27,10
1780139789.603021,1.649639,-15,11,-13781,-897,-8829,-17,-61,42,14731,-157,-8882,-44,36,12
1780139789.618751,1.665369,-15,11,-13830,-960,-8762,-39,-46,39,14761,-51,-8900,2,2,17
1780139789.634451,1.681069,-15,11,-13897,-918,-8722,-62,-45,55,14793,-119,-8886,19,2,34
1780139789.650205,1.696823,-15,11,-13870,-800,-8728,-84,7,54,14773,-243,-8845,21,-40,35
1780139789.665941,1.712559,-15,11,-13813,-775,-8692,-58,19,52,14719,-258,-8839,16,-48,27
1780139789.681613,1.728230,-15,11,-13791,-785,-8734,-44,-16,27,14678,-232,-8832,-30,-14,21
1780139789.697417,1.744035,-15,11,-13751,-815,-8703,-40,-41,28,14701,-223,-8853,-22,8,9
1780139789.713130,1.759747,-15,11,-13861,-873,-8703,-35,-53,34,14791,-132,-8847,-19,25,7
1780139789.728860,1.775478,-15,11,-13915,-902,-8748,-51,-20,25,14851,-117,-8944,0,-39,31
1780139789.744605,1.791222,-15,11,-13824,-927,-8842,-66,38,49,14745,-113,-8950,-1,-81,32
1780139789.760346,1.806963,-15,11,-13735,-888,-8832,-48,68,46,14546,-154,-9030,16,-99,47
1780139789.776011,1.822628,-15,11,-13588,-852,-8901,-63,45,58,14495,-198,-9091,25,-70,44
1780139789.791788,1.838406,-15,11,-13548,-790,-8909,-52,-52,39,14488,-264,-9043,8,23,10
1780139789.807568,1.854185,-15,11,-13681,-769,-8890,-45,-89,38,14572,-263,-8969,3,44,4
1780139789.823178,1.869796,-15,11,-13842,-876,-8773,-13,-80,12,14724,-165,-8948,-48,42,-2
1780139789.838782,1.885399,-15,11,-13877,-930,-8746,-21,-65,28,14802,-110,-8915,-50,38,0
1780139789.854423,1.901040,-15,11,-13853,-946,-8678,-48,-26,53,14783,-89,-8899,-2,-8,28
1780139789.870076,1.916694,-15,11,-13864,-891,-8705,-69,-14,42,14771,-235,-8853,50,-29,31
1780139789.885759,1.932377,-15,11,-13828,-779,-8687,-78,7,51,14760,-282,-8832,34,-29,34
1780139789.901437,1.948055,-15,11,-13800,-768,-8714,-64,6,44,14705,-294,-8858,0,-23,18
1780139789.917105,1.963722,-15,11,-13842,-758,-8734,-24,-5,40,14745,-277,-8876,-13,-23,30
1780139789.932725,1.979342,-15,11,-13802,-826,-8746,-23,-10,46,14758,-181,-8874,-19,-1,1
1780139789.948356,1.994973,-15,11,-13802,-957,-8730,-26,-35,39,14764,-102,-8944,-14,-11,24
1780139789.964019,2.010636,-15,11,-13788,-957,-8728,-71,-4,46,14754,-91,-8912,15,-34,23
1780139789.979792,2.026410,-15,11,-13791,-883,-8830,-81,25,52,14715,-136,-8931,19,-47,30
1780139789.995445,2.042063,-15,11,-13746,-841,-8834,-64,39,47,14597,-231,-9005,20,-72,36
1780139790.011077,2.057694,-15,11,-13633,-800,-8876,-47,21,53,14542,-284,-9033,-10,-36,40
1780139790.026855,2.073473,-15,11,-13645,-830,-8891,-31,-26,35,14511,-208,-9023,-21,-4,22
1780139790.042624,2.089241,-15,11,-13647,-888,-8832,-25,-64,18,14625,-135,-8970,-32,44,14
1780139790.058300,2.104918,-15,11,-13834,-918,-8797,-35,-82,29,14742,-111,-8951,-7,45,5
1780139790.073986,2.120603,-15,11,-13888,-910,-8757,-49,-58,43,14812,-151,-8913,8,6,20
1780139790.089722,2.136340,-15,11,-13835,-816,-8751,-71,-5,52,14811,-207,-8896,7,-30,19
1780139790.105448,2.152066,-15,11,-13765,-817,-8722,-52,12,48,14680,-214,-8871,-8,-51,31
1780139790.121122,2.167740,-15,11,-13773,-858,-8703,-47,-4,44,14673,-192,-8864,-10,-9,22
1780139790.136732,2.183349,-15,11,-13762,-827,-8723,-50,-50,33,14701,-220,-8843,-7,10,23
1780139790.152611,2.199228,-15,11,-13877,-857,-8696,-51,-54,38,14797,-179,-8868,-1,14,15
1780139790.168842,2.215459,-15,11,-13903,-861,-8702,-27,-6,42,14816,-169,-8887,-9,-8,28
1780139790.184690,2.231308,-15,11,-13886,-864,-8757,-39,13,47,14772,-129,-8941,-1,-38,27
1780139790.200517,2.247134,-15,11,-13749,-887,-8773,-56,33,58,14680,-111,-8955,19,-57,20
1780139790.216323,2.262941,-15,11,-13730,-858,-8810,-71,31,59,14610,-190,-8946,16,-52,20
1780139790.232044,2.278662,-15,11,-13707,-812,-8826,-60,6,40,14639,-233,-8961,12,-23,27
1780139790.247751,2.294369,-15,11,-13725,-824,-8875,-50,-6,51,14611,-234,-9031,5,-16,20
1780139790.263557,2.310175,-15,11,-13691,-847,-8880,-22,-40,44,14648,-134,-8973,-20,9,2
1780139790.279396,2.326014,-15,11,-13751,-910,-8803,-25,-45,43,14687,-99,-8969,-15,20,16
1780139790.295599,2.342217,-15,11,-13809,-924,-8802,-41,-29,38,14688,-150,-8954,7,11,19
1780139790.311379,2.357996,-15,11,-13809,-865,-8816,-65,-28,46,14716,-157,-8922,5,-10,29
1780139790.327123,2.373740,-15,11,-13780,-805,-8773,-53,-18,49,14715,-247,-8883,2,-25,29
1780139790.342883,2.389501,-15,11,-13829,-797,-8767,-46,-24,38,14711,-234,-8836,-6,-12,29
1780139790.358640,2.405258,-15,11,-13833,-848,-8722,-48,-28,44,14721,-186,-8857,-13,-3,26
1780139790.374351,2.420968,-15,11,-13870,-866,-8640,-33,-49,40,14752,-148,-8883,3,20,17
1780139790.390180,2.436797,-15,11,-13879,-840,-8664,-29,-50,31,14796,-159,-8880,-9,-6,35
1780139790.406004,2.452622,-15,11,-13851,-862,-8770,-48,-2,51,14775,-203,-8882,-10,-39,22
1780139790.421658,2.468276,-15,11,-13843,-833,-8742,-45,24,50,14741,-186,-8893,-2,-51,25
1780139790.437308,2.483925,-15,11,-13786,-856,-8815,-41,13,46,14642,-177,-8932,11,-47,23
1780139790.452912,2.499529,-15,11,-13706,-847,-8799,-53,0,46,14575,-152,-8957,0,-37,25
1780139790.468586,2.515203,-15,11,-13703,-851,-8833,-58,-22,28,14640,-188,-8966,3,-14,24
1780139790.484302,2.530920,-15,11,-13766,-833,-8819,-40,-26,36,14693,-193,-8969,-9,0,32
1780139790.500013,2.546630,-15,11,-13739,-877,-8846,-36,-19,37,14677,-161,-9011,-8,-14,23
1780139790.515782,2.562399,-15,11,-13775,-889,-8804,-50,-15,43,14681,-163,-8973,-11,-9,22
1780139790.531517,2.578134,-15,11,-13780,-878,-8821,-49,-9,47,14693,-182,-8962,-3,-18,23
1780139790.547155,2.593773,-15,11,-13775,-869,-8809,-50,-37,44,14644,-166,-8931,6,-9,18
1780139790.562854,2.609472,-15,11,-13777,-836,-8763,-47,-37,30,14673,-178,-8922,-9,10,17
1780139790.578540,2.625157,-15,11,-13803,-826,-8712,-38,-38,48,14749,-196,-8861,-7,5,10
1780139790.594338,2.640955,-15,11,-13829,-875,-8711,-34,-38,43,14743,-216,-8860,10,-4,14
1780139790.610142,2.656759,-15,11,-13835,-840,-8713,-39,-20,39,14766,-192,-8851,7,-7,11
1780139790.625890,2.672507,-15,11,-13836,-852,-8695,-47,-10,44,14736,-186,-8808,0,-24,15
1780139790.641613,2.688231,-15,11,-13782,-847,-8718,-57,-12,53,14733,-165,-8865,-7,-25,21
1780139790.657333,2.703950,-15,11,-13797,-853,-8701,-51,-4,40,14691,-157,-8885,6,-18,19
1780139790.672951,2.719569,-15,11,-13751,-849,-8809,-56,-8,39,14703,-200,-8945,-4,-29,17
1780139790.688654,2.735271,-15,11,-13776,-854,-8818,-47,-11,51,14661,-177,-8951,3,-19,23
1780139790.704340,2.750957,-15,11,-13773,-832,-8797,-35,-5,49,14653,-215,-8976,8,-23,31
1780139790.720014,2.766632,-15,11,-13691,-870,-8844,-41,-6,45,14639,-178,-8945,-5,-23,15
1780139790.735752,2.782369,-15,11,-13739,-839,-8810,-34,-2,39,14670,-155,-8952,-11,-9,21
1780139790.751346,2.797963,-15,11,-13737,-867,-8836,-46,-28,40,14655,-167,-9020,-1,-2,17
1780139790.766946,2.813564,-15,11,-13729,-892,-8794,-46,-31,37,14687,-178,-8901,3,12,27
1780139790.782575,2.829193,-15,11,-13813,-827,-8770,-56,-32,41,14718,-184,-8888,-7,12,20
1780139790.798634,2.845252,-15,11,-13796,-847,-8756,-36,-24,48,14726,-188,-8913,1,-6,19
1780139790.814422,2.861040,-15,11,-13808,-837,-8773,-31,-20,52,14714,-195,-8900,-18,-8,17
1780139790.830256,2.876873,-15,11,-13817,-822,-8701,-41,-18,29,14738,-185,-8906,0,-7,20
1780139790.846028,2.892646,-15,11,-13812,-846,-8718,-44,-21,46,14739,-194,-8827,-5,-18,19
1780139790.861789,2.908407,-15,11,-13836,-861,-8709,-46,-28,31,14732,-188,-8908,-4,-6,24
1780139790.877476,2.924093,-15,11,-13840,-843,-8737,-66,-8,44,14733,-188,-8864,2,-16,26
1780139790.893273,2.939890,-15,11,-13831,-830,-8787,-46,-9,47,14711,-188,-8910,20,-32,25
1780139790.909118,2.955735,-15,11,-13784,-828,-8755,-60,-4,50,14701,-223,-8909,4,-33,16
1780139790.924886,2.971503,-15,11,-13774,-831,-8844,-30,-5,48,14683,-202,-8896,3,-30,21
1780139790.940627,2.987244,-15,11,-13742,-876,-8821,-38,-3,44,14667,-152,-8956,7,-20,21
1780139790.956379,3.002997,-15,11,-13728,-893,-8823,-46,-18,44,14659,-149,-8960,5,-21,12
1780139790.972137,3.018754,-15,11,-13731,-908,-8815,-56,-22,44,14656,-164,-8945,-4,-16,30
1780139790.987934,3.034551,-15,11,-13780,-871,-8831,-58,-18,42,14632,-182,-8960,10,-9,21
1780139791.003650,3.050267,-15,11,-13764,-832,-8828,-46,-23,54,14661,-191,-8932,-5,-10,35
1780139791.019615,3.066233,-15,11,-13768,-841,-8784,-39,-15,42,14625,-207,-8949,-6,-10,19
1780139791.035566,3.082184,-15,11,-13756,-855,-8787,-38,-40,35,14667,-145,-8944,-12,2,21
1780139791.051351,3.097969,-15,11,-13786,-843,-8777,-23,-40,32,14692,-192,-8875,-9,14,9
1780139791.067029,3.113646,-15,11,-13873,-871,-8700,-46,-54,32,14770,-165,-8866,-12,26,23
1780139791.082767,3.129385,-15,11,-13882,-850,-8685,-46,-60,30,14791,-166,-8848,-5,-6,18
1780139791.098559,3.145177,-15,11,-13871,-847,-8692,-51,10,44,14780,-223,-8813,0,-28,29
1780139791.114266,3.160883,-15,11,-13820,-843,-8739,-53,0,45,14768,-191,-8809,11,-36,24
1780139791.129938,3.176555,-15,11,-13804,-811,-8748,-50,9,43,14663,-177,-8850,-1,-29,29
1780139791.145582,3.192199,-15,11,-13797,-857,-8785,-42,0,44,14680,-170,-8890,-16,-19,37
1780139791.161222,3.207840,-15,11,-13758,-816,-8789,-50,-9,39,14691,-130,-8946,-12,-6,18
1780139791.176849,3.223467,-15,11,-13773,-885,-8813,-43,-21,47,14709,-166,-8927,-11,-12,29
1780139791.192533,3.239151,-15,11,-13780,-896,-8853,-42,-15,51,14692,-166,-8985,0,-30,31
1780139791.208203,3.254820,-15,11,-13714,-875,-8837,-60,-6,46,14700,-150,-8951,0,-28,22
1780139791.223825,3.270443,-15,11,-13746,-860,-8848,-51,-9,38,14608,-206,-8981,4,-24,31
1780139791.239439,3.286056,-15,11,-13688,-806,-8882,-63,-15,47,14605,-207,-8975,3,-8,27
1780139791.255435,3.302052,-15,11,-13696,-827,-8838,-50,-35,44,14653,-206,-8948,-6,-6,16
1780139791.271134,3.317751,-15,11,-13778,-873,-8798,-54,-49,45,14706,-155,-8875,-6,17,24
1780139791.286822,3.333439,-15,11,-13800,-834,-8744,-48,-43,33,14763,-158,-8877,-2,30,11
1780139791.302533,3.349151,-15,11,-13870,-852,-8739,-48,-36,45,14774,-147,-8831,-4,7,33
1780139791.318208,3.364826,-15,11,-13884,-851,-8736,-50,-13,32,14775,-157,-8876,-8,-13,21
1780139791.333879,3.380497,-15,11,-13855,-829,-8695,-53,6,62,14741,-226,-8861,3,-28,30
1780139791.349537,3.396155,-15,11,-13841,-827,-8719,-43,-5,41,14696,-227,-8858,4,-35,26
1780139791.365191,3.411808,-15,11,-13797,-842,-8778,-31,-15,38,14728,-219,-8869,-8,-10,25
1780139791.380805,3.427422,-15,11,-13789,-874,-8780,-42,-28,42,14702,-162,-8909,3,-10,24
1780139791.396503,3.443121,-15,11,-13824,-872,-8779,-48,-20,41,14702,-189,-8942,-4,-14,8
1780139791.412156,3.458774,-15,11,-13770,-855,-8801,-45,-5,49,14669,-159,-8924,-4,-28,27
1780139791.427752,3.474370,-15,11,-13759,-847,-8847,-44,-3,51,14680,-160,-8954,-9,-30,14
1780139791.443327,3.489945,-15,11,-13738,-859,-8853,-56,5,45,14638,-176,-8973,1,-28,34
1780139791.458905,3.505522,-15,11,-13730,-850,-8863,-66,-10,45,14665,-190,-8974,10,-19,22
1780139791.474497,3.521115,-15,11,-13727,-822,-8800,-44,-23,43,14666,-201,-8943,7,6,27
1780139791.490299,3.536916,-15,11,-13736,-821,-8832,-33,-28,36,14679,-192,-8938,-16,-3,17
1780139791.506094,3.552711,-15,11,-13749,-876,-8744,-44,-44,41,14680,-155,-8932,-11,4,17
1780139791.522388,3.569005,-15,11,-13789,-885,-8753,-38,-34,51,14745,-153,-8875,-2,7,14
1780139791.538694,3.585311,-15,11,-13816,-877,-8746,-44,-37,37,14764,-170,-8877,3,5,19
1780139791.555000,3.601617,-15,11,-13848,-822,-8734,-59,-23,45,14734,-204,-8840,6,-29,24
1780139791.571254,3.617871,-15,11,-13830,-802,-8719,-59,-7,40,14763,-220,-8882,-3,-25,17
1780139791.587591,3.634208,-15,11,-13824,-799,-8738,-49,-6,43,14692,-207,-8843,-6,-21,14
1780139791.603909,3.650526,-15,11,-13762,-852,-8737,-42,-22,39,14721,-144,-8898,-25,-6,24
1780139791.619734,3.666351,-15,11,-13800,-885,-8732,-50,-21,37,14730,-149,-8873,-7,8,19
1780139791.635436,3.682053,-15,11,-13809,-861,-8754,-47,-14,56,14747,-170,-8929,20,-33,31
1780139791.651147,3.697764,-15,11,-13834,-843,-8806,-52,2,50,14750,-174,-8915,11,-34,21
1780139791.666826,3.713443,-15,11,-13747,-798,-8822,-55,-4,38,14663,-204,-9005,-2,-57,27
1780139791.682546,3.729163,-15,11,-13706,-845,-8847,-51,6,37,14616,-207,-8972,-2,-24,38
1780139791.698285,3.744903,-15,11,-13714,-854,-8811,-50,-24,37,14620,-169,-8941,2,-12,17
1780139791.714093,3.760710,-15,11,-13697,-846,-8831,-42,-43,25,14671,-174,-8944,-12,22,15
1780139791.729804,3.776422,-15,11,-13776,-872,-8808,-45,-43,25,14714,-159,-8932,-8,19,11
1780139791.745622,3.792239,-15,11,-13820,-885,-8789,-55,-21,49,14753,-146,-8928,0,9,28
1780139791.761360,3.807977,-15,11,-13855,-852,-8726,-52,-15,47,14731,-199,-8896,15,-17,15
1780139791.777090,3.823707,-15,11,-13784,-892,-8865,-31,29,61,14700,-143,-8978,-15,-60,27
1780139791.792792,3.839409,-15,11,-13683,-849,-8706,-42,9,68,14623,-159,-8837,3,-34,38
1780139791.808582,3.855200,-15,11,-13726,-845,-8810,-70,-25,43,14641,-159,-8990,21,-19,27
1780139791.824294,3.870911,-15,11,-13816,-748,-8673,-92,-71,41,14764,-363,-8891,51,34,2
1780139791.840024,3.886642,-15,11,-13931,-678,-8801,-99,-41,38,14857,-359,-8903,33,16,1
1780139791.855710,3.902328,-15,11,-13915,-701,-8838,-62,11,35,14715,-192,-9021,-30,-105,21
1780139791.871417,3.918034,-15,11,-13630,-961,-8883,48,84,41,14569,-67,-8935,-72,-116,38
1780139791.887158,3.933775,-15,11,-13491,-1177,-8868,38,-5,74,14319,298,-9049,-88,-45,43
1780139791.902908,3.949525,-15,11,-13498,-1306,-8671,-14,-82,72,14379,301,-8904,-48,40,56
1780139791.918597,3.965214,-15,11,-13610,-1300,-8743,-196,-188,107,14819,42,-9036,129,154,91
1780139791.934353,3.980970,-15,11,-14265,-478,-8358,-305,-154,121,15137,-808,-8625,321,18,40
1780139791.950104,3.996722,-15,11,-14144,133,-8601,-307,33,65,15123,-1089,-8533,281,-57,36
