t_unix,t_rel_s,enc_m1,enc_m2,bus1_ax,bus1_ay,bus1_az,bus1_gx,bus1_gy,bus1_gz,bus3_ax,bus3_ay,bus3_az,bus3_gx,bus3_gy,bus3_gz
1780139003.992984,0.605631,-2,17,-13915,132,-8905,-42,-72,55,14800,-1176,-9057,-13,37,29
1780139004.008723,0.621370,-2,17,-13870,137,-8941,-80,48,67,14720,-1259,-9091,34,-88,55
1780139004.024600,0.637247,-2,17,-13662,209,-9069,-72,89,52,14534,-1262,-9139,14,-132,39
1780139004.040373,0.653020,-2,17,-13401,119,-9071,-27,24,30,14298,-1209,-9120,-27,-67,27
1780139004.056021,0.668668,-2,17,-13393,88,-9057,-27,-50,16,14292,-1184,-9097,-22,66,-4
1780139004.071680,0.684327,-2,17,-13693,-32,-8948,-6,-144,33,14601,-1085,-9067,-39,115,7
1780139004.087331,0.699978,-2,17,-13846,-8,-8939,-32,-134,44,14829,-1026,-9029,-4,48,18
1780139004.103182,0.715829,-2,17,-13906,-36,-8949,-31,-4,60,14830,-1032,-9063,-7,-15,34
1780139004.118886,0.731534,-2,17,-13803,-21,-8961,-41,63,51,14558,-1035,-9113,6,-116,34
1780139004.134541,0.747188,-2,17,-13535,-34,-9006,-68,68,52,14425,-1073,-9135,12,-117,39
1780139004.150205,0.762852,-2,17,-13440,-7,-9021,-81,-33,71,14347,-1153,-9117,32,-25,31
1780139004.165879,0.778526,-2,17,-13538,116,-9046,-78,-90,57,14419,-1168,-9109,21,32,38
1780139004.181538,0.794185,-2,17,-13669,154,-8999,-36,-94,38,14663,-1253,-9089,-7,46,24
1780139004.197162,0.809809,-2,17,-13869,124,-8941,-27,-64,35,14714,-1207,-9021,-16,-13,21
1780139004.212848,0.825495,-2,17,-13790,120,-8936,-50,31,35,14637,-1201,-9061,-5,-56,25
1780139004.228676,0.841323,-2,17,-13635,161,-8956,-71,50,60,14508,-1259,-9109,40,-85,36
1780139004.244315,0.856962,-2,17,-13530,204,-9043,-90,18,56,14447,-1294,-9090,36,-65,42
1780139004.259990,0.872637,-2,17,-13560,232,-9081,-60,-12,46,14448,-1323,-9101,-19,6,25
1780139004.275624,0.888271,-2,17,-13629,140,-9015,-4,-56,27,14522,-1270,-9104,-48,10,7
1780139004.291223,0.903870,-2,17,-13703,54,-8957,2,-56,27,14621,-1074,-9127,-51,30,-4
1780139004.307894,0.920541,-2,17,-13707,-101,-8916,-24,-40,28,14647,-1014,-9079,1,-16,16
1780139004.323699,0.936346,-2,17,-13698,-76,-8920,-83,-10,59,14613,-1026,-9065,25,-23,51
1780139004.339333,0.951980,-2,17,-13678,57,-8943,-95,11,53,14573,-1152,-9063,21,-42,46
1780139004.354906,0.967553,-2,17,-13636,71,-8972,-39,-5,47,14520,-1163,-9094,-23,-39,39
1780139004.370489,0.983136,-2,17,-13634,30,-9023,-36,-3,30,14496,-1073,-9174,-25,-37,13
1780139004.386186,0.998833,-2,17,-13632,-85,-8976,-37,-28,26,14500,-1063,-9144,-10,-22,20
1780139004.401919,1.014566,-2,17,-13623,-47,-8984,-62,-38,46,14517,-1122,-9106,20,-2,27
1780139004.417672,1.030319,-2,17,-13682,141,-8955,-90,-30,73,14562,-1201,-9052,40,-13,38
1780139004.433433,1.046080,-2,17,-13721,191,-8944,-79,-28,57,14610,-1340,-9069,11,-19,43
1780139004.449121,1.061768,-2,17,-13660,228,-8983,-36,1,44,14546,-1331,-9094,-30,-38,14
1780139004.464756,1.077403,-2,17,-13695,158,-9003,-31,-1,34,14501,-1280,-9090,-34,-34,9
1780139004.480427,1.093074,-2,17,-13558,90,-9007,-58,-7,39,14494,-1199,-9132,-2,-14,22
1780139004.496069,1.108716,-2,17,-13611,81,-8987,-56,-31,58,14515,-1258,-9106,8,-11,41
1780139004.513428,1.126076,-2,17,-13613,156,-8986,-68,-36,45,14538,-1269,-9108,1,-9,29
1780139004.529609,1.142256,-2,17,-13671,96,-8947,-22,-41,25,14563,-1204,-9076,-19,-7,6
1780139004.545273,1.157920,-2,17,-13711,33,-8956,-18,-44,25,14586,-1130,-9094,-36,7,-1
1780139004.560886,1.173533,-2,17,-13704,-94,-8947,-16,-41,41,14632,-1032,-9100,-4,-12,17
1780139004.576533,1.189180,-2,17,-13746,-87,-8933,-47,-19,46,14640,-1053,-9088,11,-26,26
1780139004.592158,1.204805,-2,17,-13644,23,-8994,-70,5,66,14539,-1159,-9140,34,-61,49
1780139004.607757,1.220404,-2,17,-13618,44,-9014,-50,11,56,14500,-1175,-9090,10,-54,46
1780139004.623468,1.236115,-2,17,-13567,82,-9011,-41,-26,32,14478,-1177,-9122,-3,-9,21
1780139004.639352,1.251999,-2,17,-13602,57,-8955,-45,-54,50,14525,-1167,-9074,1,11,12
1780139004.654956,1.267603,-2,17,-13676,50,-8938,-53,-52,44,14667,-1187,-9045,9,6,23
1780139004.670569,1.283216,-2,17,-13753,116,-8948,-70,-17,56,14643,-1259,-9084,27,-42,38
1780139004.686177,1.298824,-2,17,-13696,194,-8994,-72,19,54,14559,-1282,-9092,39,-60,40
1780139004.701794,1.314441,-2,17,-13557,193,-9017,-46,12,63,14453,-1351,-9123,-12,-58,20
1780139004.719663,1.332310,-2,17,-13550,185,-8985,-52,1,39,14421,-1295,-9118,-12,-18,10
1780139004.735819,1.348466,-2,17,-13587,91,-8984,-37,-53,15,14524,-1222,-9109,-17,24,8
1780139004.751462,1.364109,-2,17,-13667,91,-8951,-42,-62,33,14654,-1195,-9129,-10,29,29
1780139004.767529,1.380176,-2,17,-13756,62,-8977,-48,-57,40,14681,-1178,-9079,-10,7,27
1780139004.783692,1.396339,-2,17,-13711,22,-9011,-41,13,44,14595,-1138,-9093,-10,-49,25
1780139004.799820,1.412467,-2,17,-13640,-8,-9008,-45,15,43,14528,-1108,-9076,-5,-52,24
1780139004.815963,1.428610,-2,17,-13550,-31,-8967,-43,-18,39,14489,-1079,-9133,-8,-29,19
1780139004.832304,1.444951,-2,17,-13563,-13,-9004,-47,-41,52,14559,-1119,-9074,-3,13,28
1780139004.848664,1.461311,-2,17,-13708,26,-8994,-62,-44,45,14581,-1154,-9121,-8,17,19
1780139004.864825,1.477472,-2,17,-13746,41,-8977,-39,-33,50,14631,-1136,-9081,-11,-9,34
1780139004.880481,1.493128,-2,17,-13709,2,-8930,-35,-13,43,14596,-1090,-9083,-5,-29,26
1780139004.896070,1.508717,-2,17,-13651,36,-8945,-77,15,43,14539,-1177,-9088,20,-55,42
1780139004.911652,1.524299,-2,17,-13624,91,-8969,-84,18,57,14498,-1223,-9115,40,-56,53
1780139004.929804,1.542451,-2,17,-13592,246,-9043,-84,-12,65,14491,-1333,-9104,27,-33,46
1780139004.945546,1.558193,-2,17,-13660,226,-9061,-38,-56,46,14499,-1371,-9078,0,6,19
1780139004.961222,1.573869,-2,17,-13677,222,-8984,-28,-63,40,14542,-1309,-9052,-15,19,14
1780139004.976841,1.589488,-2,17,-13709,82,-8988,-26,-47,15,14653,-1184,-9105,-31,-4,-4
1780139004.992478,1.605125,-2,17,-13749,51,-8919,-31,-30,27,14659,-1137,-9083,-18,-40,9
1780139005.008114,1.620761,-2,17,-13649,-2,-8982,-51,11,46,14542,-1134,-9086,-3,-58,25
1780139005.023888,1.636535,-2,17,-13634,41,-9029,-49,7,54,14489,-1132,-9073,6,-33,15
1780139005.039698,1.652345,-2,17,-13600,6,-9006,-34,-33,42,14489,-1086,-9114,-6,-15,20
1780139005.055431,1.668078,-2,17,-13584,-10,-8994,-46,-52,32,14525,-1059,-9088,-17,24,13
1780139005.071084,1.683731,-2,17,-13703,-71,-8940,-34,-67,41,14604,-1004,-9037,-8,31,17
1780139005.086744,1.699391,-2,17,-13736,-71,-8922,-73,-18,62,14669,-1068,-9094,7,-4,34
1780139005.102469,1.715116,-2,17,-13757,36,-8965,-85,4,67,14650,-1148,-9072,19,-46,32
1780139005.118120,1.730767,-2,17,-13691,81,-9030,-66,29,63,14533,-1180,-9115,19,-77,48
1780139005.135985,1.748632,-2,17,-13569,124,-8979,-64,21,53,14415,-1273,-9098,17,-46,10
1780139005.151710,1.764357,-2,17,-13519,147,-9027,-67,-36,48,14461,-1271,-9101,14,-5,13
1780139005.167316,1.779963,-2,17,-13613,211,-8992,-56,-59,42,14568,-1291,-9071,2,34,36
1780139005.182933,1.795580,-2,17,-13689,196,-9023,-57,-49,46,14604,-1287,-9105,4,24,37
1780139005.198539,1.811186,-2,17,-13742,194,-8988,-28,-2,34,14601,-1269,-9053,-18,-21,16
1780139005.214483,1.827130,-2,17,-13664,79,-8984,-32,10,17,14516,-1145,-9111,-15,-43,6
1780139005.230133,1.842780,-2,17,-13622,36,-9027,-39,-12,44,14523,-1108,-9101,-8,-44,10
1780139005.245899,1.858546,-2,17,-13604,27,-9007,-56,-21,35,14483,-1102,-9106,6,3,21
1780139005.261678,1.874325,-2,17,-13668,32,-9011,-46,-36,48,14513,-1136,-9073,1,3,28
1780139005.277388,1.890035,-2,17,-13689,38,-8997,-28,-37,43,14607,-1095,-9063,-21,4,23
1780139005.292983,1.905630,-2,17,-13714,-76,-8999,-26,-34,37,14655,-1043,-9076,-26,-2,20
1780139005.308595,1.921242,-2,17,-13660,-85,-8915,-38,-22,33,14625,-1025,-9097,3,-35,15
1780139005.324266,1.936913,-2,17,-13699,-17,-9007,-74,3,62,14610,-1049,-9091,18,-41,38
1780139005.342928,1.955575,-2,17,-13675,49,-8988,-99,7,62,14541,-1225,-9119,31,-47,44
1780139005.358716,1.971364,-2,17,-13604,148,-9034,-63,4,68,14506,-1250,-9087,-2,-36,28
1780139005.374427,1.987074,-2,17,-13626,119,-8972,-39,-29,36,14464,-1225,-9126,-11,-23,30
1780139005.390103,2.002750,-2,17,-13640,85,-8927,-51,-45,37,14557,-1181,-9096,-10,9,21
1780139005.405765,2.018412,-2,17,-13703,152,-8962,-60,-28,48,14614,-1243,-9053,6,-15,35
1780139005.421435,2.034082,-2,17,-13718,136,-8932,-73,-16,62,14584,-1297,-9049,12,-18,40
1780139005.437154,2.049801,-2,17,-13671,183,-9012,-44,-2,57,14539,-1282,-9082,-19,-40,28
1780139005.452942,2.065589,-2,17,-13660,162,-9022,-23,-1,20,14535,-1200,-9084,-27,-40,22
1780139005.468699,2.081347,-2,17,-13581,-9,-8993,-35,-28,29,14505,-1129,-9059,-26,-10,10
1780139005.484382,2.097029,-2,17,-13595,-22,-9008,-51,-52,41,14531,-1079,-9094,-9,6,26
1780139005.500017,2.112664,-2,17,-13722,8,-8952,-45,-58,46,14625,-1114,-9078,-5,7,36
1780139005.515635,2.128282,-2,17,-13724,8,-8978,-46,-15,58,14620,-1136,-9064,-9,-22,16
1780139005.531278,2.143925,-2,17,-13702,10,-8966,-35,2,46,14608,-1083,-9076,-14,-33,24
1780139005.546939,2.159586,-2,17,-13607,-37,-8962,-43,4,28,14514,-1078,-9106,-1,-45,22
1780139005.562652,2.175299,-2,17,-13579,-33,-8956,-47,0,43,14539,-1082,-9115,25,-38,25
1780139005.578393,2.191040,-2,17,-13581,70,-8971,-61,-24,61,14560,-1166,-9068,23,-19,39
1780139005.594058,2.206705,-2,17,-13665,115,-8994,-63,-22,60,14570,-1201,-9075,32,-17,38
1780139005.609712,2.222359,-2,17,-13651,154,-8947,-49,-18,46,14579,-1269,-9042,-9,-16,28
1780139005.625376,2.238024,-2,17,-13631,130,-8960,-50,-22,40,14599,-1234,-9096,-10,-24,30
1780139005.641012,2.253659,-2,17,-13605,131,-8991,-41,-26,46,14553,-1234,-9084,3,-34,11
1780139005.658618,2.271265,-2,17,-13634,109,-8968,-59,-22,44,14558,-1243,-9101,6,-20,19
1780139005.674386,2.287033,-2,17,-13681,177,-8982,-69,-28,48,14585,-1280,-9105,4,-11,28
1780139005.690029,2.302676,-2,17,-13623,109,-8987,-36,-11,39,14537,-1193,-9091,-18,-12,15
1780139005.705666,2.318313,-2,17,-13632,98,-9014,-27,-8,33,14541,-1141,-9123,-23,-14,5
1780139005.721271,2.333918,-2,17,-13610,-7,-9013,-49,-31,36,14512,-1100,-9061,-15,-20,18
1780139005.736894,2.349541,-2,17,-13647,-39,-8946,-57,-31,48,14518,-1100,-9063,13,-11,22
1780139005.752544,2.365191,-2,17,-13709,46,-8951,-50,-34,65,14594,-1141,-9075,13,-7,21
1780139005.768395,2.381042,-2,17,-13712,62,-8962,-43,-19,43,14591,-1152,-9067,-12,-22,23
1780139005.784720,2.397367,-2,17,-13673,38,-9007,-40,-13,45,14583,-1140,-9053,-14,-34,20
1780139005.800970,2.413617,-2,17,-13660,11,-8966,-54,1,44,14513,-1078,-9071,1,-38,24
1780139005.817248,2.429895,-2,17,-13636,5,-8996,-63,-2,59,14537,-1124,-9087,12,-35,26
1780139005.833483,2.446130,-2,17,-13622,113,-8987,-61,-34,57,14498,-1238,-9053,19,-3,40
1780139005.849714,2.462361,-2,17,-13649,144,-8997,-48,-23,48,14559,-1257,-9057,-18,5,26
1780139005.869403,2.482050,-2,17,-13682,180,-8975,-42,-44,46,14592,-1228,-9109,-10,-16,15
1780139005.885322,2.497969,-2,17,-13687,98,-8945,-34,-33,35,14614,-1189,-9099,-15,-24,19
1780139005.900996,2.513643,-2,17,-13693,67,-8956,-60,8,58,14545,-1205,-9136,10,-22,27
1780139005.916630,2.529277,-2,17,-13622,99,-8985,-66,-5,48,14524,-1224,-9098,14,-44,39
1780139005.932350,2.544997,-2,17,-13578,108,-8977,-44,-17,43,14528,-1214,-9084,-7,-6,29
1780139005.948318,2.560966,-2,17,-13622,85,-9037,-45,-31,41,14503,-1189,-9096,-20,-2,18
1780139005.963947,2.576594,-2,17,-13676,25,-8970,-37,-55,38,14565,-1153,-9109,-28,-4,-3
1780139005.979694,2.592341,-2,17,-13699,-25,-8955,-39,-46,36,14627,-1079,-9078,-13,16,27
1780139005.995448,2.608095,-2,17,-13714,8,-8942,-52,-13,44,14627,-1096,-9063,2,-21,44
1780139006.011155,2.623802,-2,17,-13702,41,-8969,-66,-9,54,14541,-1149,-9079,10,-46,39
1780139006.026956,2.639603,-2,17,-13641,67,-8963,-49,-1,50,14512,-1140,-9074,-3,-38,27
1780139006.042741,2.655388,-2,17,-13621,57,-9008,-44,-27,38,14510,-1138,-9131,5,-10,29
1780139006.058439,2.671086,-2,17,-13596,42,-8939,-45,-39,43,14495,-1143,-9087,0,-6,23
1780139006.077002,2.689649,-2,17,-13665,56,-8975,-64,-29,46,14574,-1167,-9111,7,9,25
1780139006.093163,2.705810,-2,17,-13678,107,-8971,-64,-31,58,14599,-1221,-9035,12,-13,27
1780139006.108983,2.721630,-2,17,-13683,170,-9002,-57,-3,58,14560,-1203,-9081,7,-19,23
1780139006.124696,2.737343,-2,17,-13665,157,-8990,-40,4,36,14532,-1224,-9089,-14,-41,28
1780139006.140464,2.753111,-2,17,-13623,85,-8972,-39,-18,31,14497,-1150,-9113,-4,-23,9
1780139006.156171,2.768818,-2,17,-13657,117,-8996,-42,-37,47,14522,-1200,-9085,-10,-3,20
1780139006.171779,2.784426,-2,17,-13628,81,-9000,-44,-42,33,14569,-1177,-9081,-5,-6,21
1780139006.187527,2.800174,-2,17,-13690,61,-8979,-48,-25,43,14565,-1174,-9097,1,-15,15
1780139006.203260,2.815907,-2,17,-13675,42,-8991,-44,-19,37,14582,-1142,-9088,-14,-27,19
1780139006.218903,2.831550,-2,17,-13661,32,-8934,-55,-17,37,14575,-1131,-9050,0,-19,21
1780139006.234553,2.847200,-2,17,-13646,5,-8963,-61,-17,48,14557,-1109,-9114,-6,-15,27
1780139006.250290,2.862937,-2,17,-13647,31,-9004,-47,-23,41,14571,-1128,-9060,2,-28,27
1780139006.266011,2.878658,-2,17,-13673,52,-9015,-40,-17,45,14572,-1155,-9088,2,-22,23
1780139006.281659,2.894306,-2,17,-13632,52,-9012,-48,-20,56,14551,-1172,-9108,13,-25,23
1780139006.297438,2.910085,-2,17,-13625,62,-8985,-51,-18,29,14547,-1161,-9071,5,-19,30
1780139006.313235,2.925882,-2,17,-13650,71,-8969,-53,-38,52,14540,-1166,-9077,-1,-24,28
1780139006.328886,2.941533,-2,17,-13650,70,-8995,-69,-19,36,14557,-1184,-9119,9,-13,32
1780139006.344581,2.957228,-2,17,-13685,130,-9003,-49,-23,48,14565,-1237,-9081,24,-28,36
1780139006.360066,2.972713,-2,17,-13641,107,-8998,-54,-11,38,14569,-1247,-9056,5,-30,30
1780139006.375750,2.988397,-2,17,-13595,120,-8980,-44,-14,42,14565,-1211,-9074,2,-16,25
1780139006.394983,3.007630,-2,17,-13616,60,-9008,-62,-18,44,14531,-1177,-9117,-19,-18,31
1780139006.410720,3.023367,-2,17,-13664,62,-9001,-59,-30,52,14562,-1138,-9085,-9,-7,31
1780139006.426403,3.039050,-2,17,-13663,69,-8980,-54,-26,41,14586,-1173,-9092,2,-4,30
1780139006.442155,3.054802,-2,17,-13690,43,-8930,-36,-26,34,14574,-1165,-9057,2,-32,17
1780139006.457830,3.070477,-2,17,-13685,15,-8990,-43,-18,37,14537,-1124,-9094,-1,-30,27
1780139006.473474,3.086121,-2,17,-13644,-3,-9025,-45,-9,37,14565,-1115,-9114,-12,-23,23
1780139006.489096,3.101743,-2,17,-13639,5,-8999,-52,-19,45,14513,-1099,-9130,-6,-26,19
1780139006.504923,3.117570,-2,17,-13632,47,-8987,-59,-15,52,14583,-1178,-9090,5,-20,24
1780139006.520736,3.133383,-2,17,-13649,66,-8960,-55,-9,50,14555,-1190,-9108,-1,-16,28
1780139006.536522,3.149169,-2,17,-13645,87,-8992,-56,-20,48,14563,-1142,-9130,-8,-10,32
1780139006.552169,3.164816,-2,17,-13663,92,-8987,-52,-16,36,14528,-1167,-9073,0,-18,28
1780139006.567826,3.180473,-2,17,-13642,86,-8945,-35,-16,46,14573,-1170,-9081,25,-33,12
1780139006.583443,3.196090,-2,17,-13656,89,-8995,-56,-11,50,14554,-1209,-9095,6,-23,30
1780139006.599063,3.211710,-2,17,-13661,102,-9001,-50,-18,51,14551,-1242,-9097,-12,-7,30
1780139006.614842,3.227489,-2,17,-13644,103,-8981,-45,-25,46,14523,-1165,-9111,-2,-20,18
1780139006.630688,3.243335,-2,17,-13649,113,-8983,-36,-27,46,14544,-1166,-9095,-5,-18,25
1780139006.646425,3.259072,-2,17,-13641,46,-8974,-42,-25,37,14572,-1170,-9110,-14,-12,28
1780139006.662113,3.274760,-2,17,-13701,66,-9025,-43,-22,39,14589,-1145,-9102,5,-17,34
1780139006.677749,3.290396,-2,17,-13647,52,-8953,-57,-29,56,14544,-1177,-9096,-8,-20,19
1780139006.693368,3.306015,-2,17,-13668,66,-8984,-44,-24,44,14543,-1185,-9109,-2,-19,25
1780139006.712705,3.325352,-2,17,-13639,26,-8984,-41,-14,46,14570,-1127,-9139,-5,-21,20
1780139006.728643,3.341290,-2,17,-13634,2,-8955,-28,-27,41,14548,-1135,-9074,0,-16,18
1780139006.744343,3.356990,-2,17,-13680,24,-9003,-47,-18,43,14603,-1094,-9111,-4,-33,30
1780139006.759958,3.372605,-2,17,-13650,75,-9020,-74,-16,52,14579,-1172,-9097,3,-42,36
1780139006.775553,3.388200,-2,17,-13676,108,-8989,-54,-14,59,14543,-1186,-9083,-5,-17,27
1780139006.791137,3.403784,-2,17,-13646,126,-9004,-45,-12,40,14513,-1203,-9133,10,-13,30
1780139006.806707,3.419354,-2,17,-13627,78,-8923,-46,-19,42,14556,-1139,-9087,11,-21,17
1780139006.823227,3.435874,-2,17,-12924,-2892,-8198,-154,-51,40,13603,2183,-9680,149,26,19
1780139006.838927,3.451574,-2,17,-13708,433,-9546,-1524,-531,-53,13895,-1636,-9295,1445,500,-177
1780139006.854570,3.467217,-2,17,-13702,240,-8612,-1368,-583,-581,13890,-1339,-8621,1253,528,-712
1780139006.870515,3.483162,-2,17,-13601,2464,-9829,-1275,-587,-139,16032,-3728,-8782,1161,540,-201
1780139006.886716,3.499363,-2,17,-13182,4120,-8302,-394,-762,898,17994,-297,-9482,-508,699,1167
1780139006.902859,3.515506,-2,17,-19257,317,-9644,578,1030,417,19503,-1511,-9852,-594,-1099,441
1780139006.919009,3.531656,-2,17,-16739,3914,-9948,2122,4424,612,19168,-7611,-7714,-2008,-4440,785
1780139006.935287,3.547934,-2,17,-17712,6646,-12755,4323,5961,1153,19714,-7721,-8976,-4163,-5962,1476
1780139006.951795,3.564442,-2,17,-17111,315,-11190,7621,9636,4813,21337,-1403,-11954,-7227,-9481,5261
1780139006.968015,3.580662,-2,17,-16886,-1936,-10323,7152,11955,6671,14391,1734,-11774,-5574,-12887,6257
1780139006.983685,3.596333,-2,17,-18496,-3707,-8820,4201,14787,2671,15405,2498,-11894,-4082,-14659,3378
1780139006.999290,3.611937,-2,17,-16375,-3644,-9988,464,17958,-498,16709,2321,-13010,-633,-17989,-87
1780139007.015000,3.627647,-2,17,-15704,-2404,-10116,-1095,19813,-404,16815,1327,-12007,930,-19716,-75
1780139007.035067,3.647714,-2,17,-14643,-737,-10910,-2167,22958,-1331,14253,-1001,-10612,2106,-22973,-857
1780139007.051329,3.663976,-2,17,-12876,-874,-9846,-2524,25648,-2496,11711,346,-10839,2352,-25836,-2087
1780139007.066972,3.679619,-2,17,-10288,-1356,-9571,-2979,25907,-2577,9441,-460,-10127,3047,-26557,-2478
1780139007.082579,3.695226,-2,17,-7879,-428,-10441,-3066,26324,-3661,8165,-708,-10270,2920,-26653,-3159
1780139007.098210,3.710857,-2,17,-7042,-780,-10349,-2940,25961,-4054,7296,-695,-11016,2676,-25925,-3726
1780139007.113879,3.726526,-2,17,-5870,-81,-11405,-2640,24762,-4122,7176,-969,-11135,2462,-25186,-3765
1780139007.129534,3.742181,-2,17,-5516,185,-11806,-2381,24208,-3839,6327,-1586,-11886,1932,-24013,-3237
1780139007.146528,3.759175,-2,17,-4671,197,-12256,-1667,22730,-3275,6127,-1330,-11948,1554,-23184,-2977
1780139007.162302,3.774949,-2,17,-4081,901,-12902,-904,20203,-3199,2149,-1628,-12563,850,-21067,-2765
1780139007.178069,3.790716,-2,17,2710,-291,-14531,-893,16049,-3254,1148,-1744,-15489,891,-11717,-2956
1780139007.193766,3.806413,-2,16,-741,1101,-15595,-946,6699,-1369,8973,-3355,-13919,921,-7235,-1832
1780139007.209489,3.822136,-2,16,-11029,2380,-14053,-329,7687,-254,10284,-3101,-14517,-14,-9286,-156
1780139007.226268,3.838915,-2,16,-8648,-312,-16071,96,10812,-541,9830,-1435,-16443,-180,-10635,-370
1780139007.242238,3.854885,-2,16,-8017,-232,-15427,-78,11673,-36,9106,-1108,-14479,-38,-12438,610
1780139007.258405,3.871053,-2,16,-5328,861,-14786,217,13416,1239,5296,-2582,-14982,-190,-13545,1615
1780139007.274325,3.886972,-2,16,-5395,1301,-15747,311,14196,962,4756,-1949,-15762,-280,-13963,1388
1780139007.290077,3.902725,-2,16,-564,-265,-15571,157,14267,1047,1783,-311,-14779,-95,-13814,1573
1780139007.305776,3.918423,-2,16,-1557,-968,-14909,76,13238,1381,1922,-561,-15188,-1,-13357,1653
1780139007.321454,3.934101,-2,16,-327,526,-16527,99,12901,1495,700,-1985,-15653,-5,-12752,1803
1780139007.337134,3.949781,-2,16,397,287,-15737,147,12281,1703,546,-1733,-15084,-58,-12455,1862
1780139007.356501,3.969148,-2,16,316,24,-16303,231,12108,1992,-147,-1051,-15796,-203,-12115,2320
1780139007.372364,3.985011,-2,16,2019,-408,-16261,268,11420,1818,-1676,-567,-16096,-65,-11063,1891
